"240,20080101,   24"
"240,20080102,   -5"
"240,20080103,    4"
"240,20080104,   34"
"240,20080105,   66"
"240,20080106,   45"
"240,20080107,   72"
"240,20080108,   62"
"240,20080109,   65"
"240,20080110,   77"
"240,20080111,   93"
"240,20080112,   56"
"240,20080113,   56"
"240,20080114,   67"
"240,20080115,   82"
"240,20080116,   68"
"240,20080117,   57"
"240,20080118,   94"
"240,20080119,  102"
"240,20080120,  112"
"240,20080121,   98"
"240,20080122,   47"
"240,20080123,   73"
"240,20080124,   87"
"240,20080125,   74"
"240,20080126,   87"
"240,20080127,   84"
"240,20080128,   83"
"240,20080129,   67"
"240,20080130,   52"
"240,20080131,   50"
"240,20080201,   60"
"240,20080202,   39"
"240,20080203,   31"
"240,20080204,   58"
"240,20080205,   78"
"240,20080206,   74"
"240,20080207,   56"
"240,20080208,   63"
"240,20080209,   61"
"240,20080210,   66"
"240,20080211,   70"
"240,20080212,   64"
"240,20080213,   23"
"240,20080214,   35"
"240,20080215,   24"
"240,20080216,   -2"
"240,20080217,    6"
"240,20080218,   15"
"240,20080219,   14"
"240,20080220,   21"
"240,20080221,   70"
"240,20080222,   98"
"240,20080223,   81"
"240,20080224,   93"
"240,20080225,   75"
"240,20080226,   99"
"240,20080227,   71"
"240,20080228,   66"
"240,20080229,   74"
"240,20080301,   90"
"240,20080302,   96"
"240,20080303,   57"
"240,20080304,   28"
"240,20080305,   36"
"240,20080306,   83"
"240,20080307,   67"
"240,20080308,   71"
"240,20080309,   75"
"240,20080310,   59"
"240,20080311,   84"
"240,20080312,   82"
"240,20080313,   77"
"240,20080314,   74"
"240,20080315,   85"
"240,20080316,   74"
"240,20080317,   49"
"240,20080318,   41"
"240,20080319,   44"
"240,20080320,   55"
"240,20080321,   39"
"240,20080322,   13"
"240,20080323,    2"
"240,20080324,   14"
"240,20080325,   17"
"240,20080326,   36"
"240,20080327,   42"
"240,20080328,   63"
"240,20080329,   94"
"240,20080330,   93"
"240,20080331,   91"
"240,20080401,   84"
"240,20080402,   83"
"240,20080403,   77"
"240,20080404,   84"
"240,20080405,   69"
"240,20080406,   38"
"240,20080407,   34"
"240,20080408,   41"
"240,20080409,   55"
"240,20080410,   70"
"240,20080411,   78"
"240,20080412,   86"
"240,20080413,   78"
"240,20080414,   67"
"240,20080415,   62"
"240,20080416,   54"
"240,20080417,   71"
"240,20080418,   80"
"240,20080419,   88"
"240,20080420,  115"
"240,20080421,  125"
"240,20080422,  130"
"240,20080423,  128"
"240,20080424,  113"
"240,20080425,  109"
"240,20080426,  145"
"240,20080427,  169"
"240,20080428,  118"
"240,20080429,  109"
"240,20080430,  121"
"240,20080501,  101"
"240,20080502,  109"
"240,20080503,  134"
"240,20080504,  158"
"240,20080505,  162"
"240,20080506,  173"
"240,20080507,  183"
"240,20080508,  186"
"240,20080509,  198"
"240,20080510,  201"
"240,20080511,  193"
"240,20080512,  201"
"240,20080513,  190"
"240,20080514,  186"
"240,20080515,  172"
"240,20080516,  137"
"240,20080517,  115"
"240,20080518,  108"
"240,20080519,  104"
"240,20080520,  114"
"240,20080521,  135"
"240,20080522,  151"
"240,20080523,  171"
"240,20080524,  181"
"240,20080525,  143"
"240,20080526,  138"
"240,20080527,  165"
"240,20080528,  192"
"240,20080529,  164"
"240,20080530,  152"
"240,20080531,  138"
"240,20080601,  162"
"240,20080602,  217"
"240,20080603,  176"
"240,20080604,  159"
"240,20080605,  148"
"240,20080606,  189"
"240,20080607,  177"
"240,20080608,  183"
"240,20080609,  205"
"240,20080610,  164"
"240,20080611,  143"
"240,20080612,  128"
"240,20080613,  125"
"240,20080614,  133"
"240,20080615,  129"
"240,20080616,  124"
"240,20080617,  145"
"240,20080618,  161"
"240,20080619,  161"
"240,20080620,  160"
"240,20080621,  183"
"240,20080622,  195"
"240,20080623,  144"
"240,20080624,  159"
"240,20080625,  180"
"240,20080626,  171"
"240,20080627,  168"
"240,20080628,  180"
"240,20080629,  176"
"240,20080630,  173"
"240,20080701,  201"
"240,20080702,  217"
"240,20080703,  180"
"240,20080704,  173"
"240,20080705,  174"
"240,20080706,  177"
"240,20080707,  157"
"240,20080708,  153"
"240,20080709,  159"
"240,20080710,  169"
"240,20080711,  173"
"240,20080712,  146"
"240,20080713,  149"
"240,20080714,  180"
"240,20080715,  184"
"240,20080716,  170"
"240,20080717,  153"
"240,20080718,  170"
"240,20080719,  165"
"240,20080720,  144"
"240,20080721,  136"
"240,20080722,  160"
"240,20080723,  191"
"240,20080724,  204"
"240,20080725,  226"
"240,20080726,  213"
"240,20080727,  222"
"240,20080728,  223"
"240,20080729,  202"
"240,20080730,  215"
"240,20080731,  242"
"240,20080801,  196"
"240,20080802,  189"
"240,20080803,  184"
"240,20080804,  181"
"240,20080805,  185"
"240,20080806,  210"
"240,20080807,  193"
"240,20080808,  170"
"240,20080809,  172"
"240,20080810,  184"
"240,20080811,  172"
"240,20080812,  172"
"240,20080813,  166"
"240,20080814,  162"
"240,20080815,  155"
"240,20080816,  165"
"240,20080817,  168"
"240,20080818,  163"
"240,20080819,  177"
"240,20080820,  176"
"240,20080821,  173"
"240,20080822,  153"
"240,20080823,  147"
"240,20080824,  154"
"240,20080825,  180"
"240,20080826,  177"
"240,20080827,  173"
"240,20080828,  181"
"240,20080829,  184"
"240,20080830,  188"
"240,20080831,  210"
"240,20080901,  173"
"240,20080902,  150"
"240,20080903,  145"
"240,20080904,  151"
"240,20080905,  160"
"240,20080906,  169"
"240,20080907,  152"
"240,20080908,  155"
"240,20080909,  177"
"240,20080910,  177"
"240,20080911,  195"
"240,20080912,  159"
"240,20080913,  130"
"240,20080914,  127"
"240,20080915,  125"
"240,20080916,  125"
"240,20080917,  124"
"240,20080918,  110"
"240,20080919,  118"
"240,20080920,  120"
"240,20080921,  135"
"240,20080922,  140"
"240,20080923,  135"
"240,20080924,  137"
"240,20080925,  128"
"240,20080926,  128"
"240,20080927,  122"
"240,20080928,  126"
"240,20080929,  121"
"240,20080930,  136"
"240,20081001,  127"
"240,20081002,  101"
"240,20081003,   91"
"240,20081004,   97"
"240,20081005,  117"
"240,20081006,  115"
"240,20081007,  145"
"240,20081008,  127"
"240,20081009,  105"
"240,20081010,  118"
"240,20081011,  134"
"240,20081012,  132"
