,POSTCODE_VAN,POSTCODE_TOT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter,Gemiddeld aantal telwielen
2432,1016GE,1016GE,13,100,100,100,92,3x25,4322,"23,08",0,"1,2"
2434,1016GG,1016GG,37,100,100,100,89,3x25,6273,"10,81",0,"1,3"
2436,1016GH,1016GH,51,100,"80,39",100,92,3x25,4196,"13,73",0,"2,9"
2438,1016GJ,1016GJ,43,100,"97,67",100,84,3x25,7515,"16,28",0,2
2440,1016GK,1016GK,39,100,"94,87",100,97,3x25,5775,"20,51",0,"1,6"
2442,1016GL,1016GL,20,100,95,100,80,3x25,7334,15,0,"1,7"
2444,1016GM,1016GM,17,100,"94,12",100,94,3x25,11947,"17,65",0,"1,4"
2446,1016GN,1016GN,13,100,"92,31",100,85,3x25,4832,"30,77",0,"1,7"
2448,1016GP,1016GR,25,100,96,100,88,3x25,3344,8,0,2
2450,1016GS,1016GV,31,100,"96,77",100,77,3x25,7303,"32,26",0,"1,9"
2452,1016GW,1016GW,26,100,"88,46",100,85,3x25,5623,"19,23",0,"1,6"
2454,1016GX,1016GX,46,100,"97,83",100,89,3x25,3515,"8,7",0,"1,6"
2456,1016GZ,1016HA,28,100,100,100,96,3x25,4486,"10,71",0,"1,4"
2458,1016HB,1016HB,14,100,"92,86",100,86,3x25,10145,"28,57",0,"1,3"
2460,1016HC,1016HC,23,100,"91,3",100,91,3x25,3608,"17,39",0,"1,6"
2462,1016HD,1016HD,51,100,"98,04",100,94,3x25,2779,"7,84",0,"1,1"
2464,1016HE,1016HE,38,100,100,100,97,3x25,2050,"5,26",0,"1,5"
2466,1016HG,1016HG,28,100,"92,86",100,93,3x25,4234,"14,29",0,"1,6"
2468,1016HH,1016HH,21,100,100,100,95,3x25,4874,"14,29",0,"1,3"
2470,1016HJ,1016HJ,41,100,"90,24",100,88,3x25,4967,"19,51",0,"1,5"
2472,1016HK,1016HK,71,100,100,100,97,3x25,2665,"5,63",0,"1,1"
2474,1016HL,1016HL,35,100,"94,29",100,97,3x25,3102,"2,86",0,"1,3"
2476,1016HM,1016HM,70,100,"92,86",100,84,3x25,5502,"15,71",0,"1,4"
2478,1016HN,1016HN,27,100,"88,89",100,93,3x25,3002,"7,41",0,"1,8"
2480,1016HP,1016HP,64,100,"96,88",100,89,3x25,3748,"7,81",0,"1,9"
2482,1016HR,1016HR,39,100,"97,44",100,90,3x25,4027,"10,26",0,"1,5"
2484,1016HS,1016HS,27,100,"92,59",100,93,3x25,2929,"14,81",0,"1,4"
2486,1016HT,1016HT,28,100,"96,43",100,75,3x25,6840,"32,14",0,2
2488,1016HV,1016HV,52,100,"88,46",100,87,3x25,4538,"19,23",0,"2,2"
2490,1016HW,1016HW,27,100,100,100,100,3x25,3529,"14,81",0,"1,2"
2492,1016HX,1016HX,39,100,"97,44",100,97,3x25,3246,"5,13",0,"1,2"
2494,1016HZ,1016HZ,31,100,"96,77",100,97,3x25,1929,"6,45",0,"1,3"
2496,1016JA,1016JA,51,100,"94,12",100,92,3x25,3027,"1,96",0,"1,5"
2498,1016JB,1016JB,24,100,100,100,96,3x25,3808,"12,5",0,"1,3"
2500,1016JC,1016JC,29,100,"93,1",100,93,3x25,8727,"6,9",0,"1,7"
2502,1016KA,1016KA,12,100,"83,33",100,92,3x25,1495,0,0,"1,8"
2504,1016KB,1016KB,11,100,100,100,82,3x25,3903,0,0,"1,8"
2505,1016KC,1016KC,12,100,100,100,100,3x25,2087,0,0,"1,3"
2507,1016KD,1016KD,26,100,"96,15",100,92,3x25,4006,"11,54",0,"1,4"
2509,1016KE,1016KE,26,100,"80,77",100,96,3x25,2951,"3,85",0,"1,8"
2511,1016KG,1016KG,29,100,100,100,86,3x25,4041,"3,45",0,"1,3"
2513,1016KH,1016KH,25,100,96,100,100,3x25,3033,8,0,"1,9"
2515,1016KJ,1016KJ,18,100,100,100,100,3x25,1980,0,0,"1,2"
2517,1016KK,1016KK,20,100,100,100,100,3x25,2498,5,0,"1,2"
2519,1016KL,1016KL,20,100,95,100,90,3x25,3697,0,0,"1,3"
2521,1016KM,1016KN,21,100,"95,24",100,100,3x25,3036,"19,05",0,"1,7"
2523,1016KP,1016KP,35,100,100,100,97,3x25,2306,0,0,"1,4"
2525,1016KR,1016KR,20,100,95,100,90,3x25,2292,15,0,"1,6"
2527,1016KS,1016KS,19,100,"94,74",100,100,3x25,5219,"5,26",0,"1,5"
2529,1016KT,1016KT,54,100,"92,59",100,96,3x25,3587,"7,41",0,"1,2"
2531,1016KV,1016KV,47,100,"87,23",100,94,3x25,2847,"4,26",0,"1,3"
2533,1016KW,1016KW,45,100,"91,11",100,91,3x25,2469,0,0,"1,7"
2535,1016KX,1016KX,24,100,100,100,96,3x25,2516,"8,33",0,"1,2"
2537,1016KZ,1016KZ,52,100,"98,08",100,96,3x25,2064,"1,92",0,"1,9"
2539,1016LA,1016LA,35,100,100,100,97,3x25,3599,"5,71",0,"1,1"
2541,1016LB,1016LB,28,100,100,100,96,3x25,1867,"3,57",0,"1,2"
2543,1016LC,1016LC,32,100,"87,5",100,81,3x25,1979,"3,13",0,"2,2"
2545,1016LD,1016LD,25,100,100,100,100,3x25,2541,0,0,"1,2"
2547,1016LE,1016LE,21,100,100,100,100,3x25,2083,0,0,"1,1"
2549,1016LG,1016LG,25,100,100,100,100,3x25,2266,4,0,"1,3"
2551,1016LH,1016LH,28,100,100,100,96,3x25,2203,0,0,"1,3"
2553,1016LJ,1016LJ,31,100,"96,77",100,100,3x25,2018,"3,23",0,"1,2"
2555,1016LK,1016LK,64,100,"79,69",100,97,3x25,2343,"1,56",0,"2,1"
2557,1016LL,1016LL,22,100,"90,91",100,91,3x25,1902,0,0,"1,1"
2559,1016LM,1016LM,29,100,"96,55",100,100,3x25,2533,0,0,"1,2"
2561,1016LN,1016LN,32,100,"96,88",100,94,3x25,2786,"3,13",0,"1,1"
2563,1016LP,1016LP,35,100,"97,14",100,100,3x25,6042,"25,71",0,"1,8"
2565,1016LR,1016LR,47,100,"87,23",100,94,3x25,3508,"8,51",0,"1,8"
2567,1016LS,1016LS,23,100,100,100,96,3x25,3661,"13,04",0,"1,7"
2569,1016LT,1016LT,43,100,100,100,98,3x25,4898,"9,3",0,"1,2"
2571,1016LV,1016LV,46,100,100,100,96,3x25,5811,"13,04",0,"1,4"
2573,1016LW,1016LW,26,100,"96,15",100,96,3x25,4835,"3,85",0,"1,2"
2575,1016LX,1016LX,13,100,100,100,100,3x25,1243,"7,69",0,1
2577,1016LZ,1016LZ,24,100,"95,83",100,96,3x25,5300,"16,67",0,"1,8"
2579,1016MA,1016MA,25,100,100,100,100,3x25,1077,0,0,"1,1"
2581,1016MB,1016MB,25,100,100,100,100,3x25,1304,0,0,"1,1"
2583,1016MC,1016MC,25,100,100,100,100,3x25,1250,0,0,"1,1"
2585,1016NA,1016NA,30,100,100,100,77,3x25,6826,"26,67",0,"1,1"
2587,1016NB,1016NB,41,100,"95,12",100,90,3x25,4185,"7,32",0,"1,6"
2589,1016NC,1016NC,28,100,"96,43",100,89,3x25,9838,25,0,"1,3"
2591,1016ND,1016ND,34,100,100,100,94,3x25,6804,"11,76",0,"1,4"
2593,1016NE,1016NE,25,100,100,100,92,3x25,14374,20,0,"1,4"
2595,1016NG,1016NG,18,100,100,100,83,3x25,12313,"27,78",0,"1,4"
2597,1016NH,1016NH,22,100,"86,36",100,91,3x25,6664,"13,64",0,"1,7"
2599,1016NJ,1016NJ,22,100,"95,45",100,82,3x25,10136,"36,36",0,"1,6"
2601,1016NK,1016NK,46,100,"93,48",100,98,3x25,5264,"13,04",0,"1,5"
2603,1016NL,1016NL,28,100,100,100,100,3x25,3951,"10,71",0,"1,3"
2605,1016NM,1016NM,22,100,100,100,91,3x25,4284,"4,55",0,"1,4"
2607,1016NN,1016NN,61,100,100,100,100,3x25,2318,"1,64",0,"1,1"
2609,1016NP,1016NP,38,100,100,100,97,3x25,2082,0,0,"1,3"
2611,1016NR,1016NR,20,100,90,100,95,3x25,2214,5,0,"1,7"
2613,1016NS,1016NS,16,100,100,100,94,3x25,1999,0,0,"1,5"
2615,1016NT,1016NT,21,100,100,100,100,3x25,1823,0,0,1
2617,1016NV,1016NV,22,100,100,100,100,3x25,1883,0,0,"1,1"
2619,1016NX,1016NX,75,100,"98,67",100,93,3x25,2642,"2,67",0,"1,5"
2621,1016NZ,1016NZ,44,100,100,100,100,3x25,1962,0,0,"1,6"
2623,1016PA,1016PA,58,100,"98,28",100,91,3x25,2919,"5,17",0,"2,5"
2625,1016PB,1016PB,25,100,84,100,92,3x25,2413,4,0,"1,3"
2627,1016PC,1016PC,38,100,100,100,100,3x25,2287,0,0,"1,2"
2629,1016PD,1016PD,14,100,100,100,86,3x25,5372,"14,29",0,"1,4"
2631,1016PE,1016PE,18,100,100,100,89,3x25,3437,"11,11",0,"1,4"
2633,1016PG,1016PG,35,100,"94,29",100,100,3x25,1564,0,0,"1,9"
2635,1016PH,1016PH,30,100,100,100,97,3x25,2477,"3,33",0,"1,2"
2637,1016PJ,1016PJ,69,100,"85,51",100,99,3x25,2645,"1,45",0,"1,5"
2639,1016PK,1016PK,30,100,"96,67",100,100,3x25,2716,"3,33",0,"1,1"
2641,1016PL,1016PL,76,100,"94,74",100,95,3x25,2418,"5,26",0,"1,4"
2643,1016PM,1016PM,35,100,100,100,100,3x25,1437,0,0,"1,1"
2645,1016PN,1016PN,43,100,100,100,95,3x25,2001,"6,98",0,"1,6"
2647,1016PP,1016PR,35,100,100,100,97,3x25,2095,"2,86",0,"1,1"
2649,1016PS,1016PS,28,100,"71,43",100,68,3x25,1885,0,0,"1,4"
2651,1016PT,1016PT,47,100,100,100,96,3x25,2011,"2,13",0,"1,1"
2653,1016PV,1016PV,23,100,100,100,96,3x25,1552,0,0,"1,1"
2655,1016PW,1016PW,31,100,100,100,97,3x25,2110,0,0,"1,1"
2657,1016PX,1016PZ,17,100,100,100,94,3x25,3650,"5,88",0,"1,2"
2659,1016RA,1016RA,29,100,100,100,93,3x25,3165,"10,34",0,"1,3"
2661,1016RB,1016RB,35,100,100,100,100,3x25,1830,"5,71",0,"1,9"
2663,1016RC,1016RC,14,100,100,100,100,3x25,2061,"7,14",0,"1,4"
2665,1016RD,1016RD,13,100,"84,62",100,100,3x25,2552,"7,69",0,"1,6"
2667,1016RE,1016RE,17,100,100,100,94,3x25,2584,"5,88",0,"2,3"
2669,1016RG,1016RG,55,100,"98,18",100,95,3x25,5132,"10,91",0,"1,2"
2671,1016RH,1016RH,17,100,"70,59",100,94,3x25,1961,0,0,"1,3"
2673,1016RJ,1016RJ,57,100,"96,49",100,96,3x25,3569,"8,77",0,"1,3"
2675,1016RK,1016RK,28,100,"85,71",100,89,3x25,3459,"7,14",0,"1,2"
2677,1016RL,1016RL,40,100,"97,5",100,85,3x25,3510,15,0,"2,8"
2679,1016RM,1016RM,36,100,100,100,97,3x25,2392,"5,56",0,"1,7"
2681,1016RN,1016RN,15,100,"93,33",100,100,3x25,3395,"13,33",0,"1,6"
2683,1016RP,1016RP,19,100,100,100,95,3x25,2132,"5,26",0,"2,3"
2685,1016RR,1016RR,32,100,"90,63",100,91,3x25,3627,"9,38",0,2
2687,1016RS,1016RS,14,100,"92,86",100,100,3x25,2142,"7,14",0,2
2689,1016RT,1016RT,24,100,100,100,92,3x25,4473,"8,33",0,"1,6"
2691,1016RV,1016RV,36,100,100,100,97,3x25,2521,"2,78",0,1
2693,1016RW,1016RW,38,100,"84,21",100,87,3x25,1805,0,0,"1,3"
2695,1016RX,1016RX,32,100,"90,63",100,97,3x25,3042,"9,38",0,"1,7"
2697,1016RZ,1016RZ,27,100,"88,89",100,93,3x25,3499,"7,41",0,"1,5"
2699,1016SB,1016SB,25,100,100,100,100,3x25,1443,0,0,1
2701,1016SC,1016SC,16,100,100,100,100,3x25,1715,0,0,1
2703,1016SG,1016SG,43,100,"90,7",100,88,3x25,6301,"9,3",0,"1,4"
2705,1016SH,1016SH,48,100,100,100,100,3x25,2003,"2,08",0,1
2707,1016SJ,1016SJ,29,100,100,100,97,3x25,2594,"3,45",0,1
2709,1016SK,1016SK,28,100,100,100,100,3x25,1831,0,0,"1,4"
2711,1016SL,1016SL,14,100,"35,71",100,93,3x25,3129,0,0,"1,2"
2713,1016SM,1016SM,34,100,"88,24",100,88,3x25,2445,"11,76",0,"1,5"
2714,1016SN,1016SN,15,100,100,100,100,3x25,2442,0,0,"1,1"
2716,1016SP,1016SP,26,100,100,100,96,3x25,3446,"11,54",0,"1,3"
2718,1016SR,1016SR,28,100,"96,43",100,93,3x25,4140,"10,71",0,"1,6"
2720,1016ST,1016ST,25,100,96,100,92,3x25,3126,12,0,"1,3"
2722,1016SV,1016SX,37,100,"97,3",100,89,3x25,8039,"8,11",0,"1,3"
2724,1016SZ,1016SZ,35,100,"85,71",100,94,3x25,2699,"11,43",0,"1,6"
2726,1016TA,1016TA,67,100,"95,52",100,97,3x25,2257,"5,97",0,"1,5"
2728,1016TB,1016TB,34,100,100,100,97,3x25,2235,"8,82",0,"1,1"
2730,1016TC,1016TC,21,100,100,100,100,3x25,3476,"4,76",0,"1,3"
2732,1016TD,1016TD,17,100,"58,82",100,71,3x25,4677,"23,53",0,"2,4"
2734,1016TE,1016TE,26,100,"96,15",100,100,3x25,2689,"3,85",0,"1,6"
2736,1016TG,1016TG,18,100,100,100,100,3x25,3744,"5,56",0,"1,2"
2738,1016TH,1016TH,20,100,95,100,85,3x25,4124,25,0,2
2740,1016TJ,1016TJ,22,100,100,100,95,3x25,5000,"13,64",0,"2,5"
2742,1016TK,1016TK,41,100,"78,05",100,93,3x25,1045,"2,44",0,1
2744,1016TL,1016TL,28,100,"85,71",100,71,3x25,6851,"21,43",0,"2,3"
2746,1016TM,1016TM,47,100,"85,11",100,91,3x25,4628,"14,89",0,"1,8"
2748,1016TN,1016TN,39,100,"97,44",100,82,3x25,5473,"12,82",0,"1,7"
2750,1016TP,1016TP,25,100,92,100,92,3x25,3395,20,0,"2,3"
2752,1016TR,1016TR,50,100,96,100,98,3x25,1485,0,0,"1,4"
2754,1016TS,1016TS,28,100,"85,71",100,93,3x25,2585,"10,71",0,"1,3"
2756,1016TT,1016TT,15,100,"93,33",100,87,3x25,3820,"26,67",0,"1,7"
2758,1016TV,1016TV,34,100,"88,24",100,82,3x25,5907,"17,65",0,"2,7"
2760,1016TW,1016TW,32,100,"93,75",100,94,3x25,4716,"9,38",0,"2,2"
2762,1016TX,1016TX,24,100,"95,83",100,79,3x25,8827,"12,5",0,"2,5"
2764,1016TZ,1016TZ,26,100,"92,31",100,88,3x25,6542,"19,23",0,"1,7"
2766,1016VA,1016VA,20,100,100,100,95,3x25,5429,25,0,2
2768,1016VB,1016VB,49,100,"93,88",100,96,3x25,4904,"12,24",0,"2,5"
2770,1016VC,1016VC,30,100,"66,67",100,100,3x25,4147,"23,33",0,"2,4"
2772,1016VD,1016VD,38,100,"94,74",100,97,3x25,2982,0,0,"1,1"
2774,1016VE,1016VE,22,100,100,100,100,3x25,2120,0,0,"1,3"
2776,1016VG,1016VG,37,100,"97,3",100,97,3x25,1919,"2,7",0,"1,6"
2778,1016VH,1016VH,42,100,100,100,100,3x25,2151,0,0,"1,1"
2780,1016VJ,1016VJ,46,100,"93,48",100,93,3x25,2226,"6,52",0,"1,9"
2782,1016VK,1016VK,47,100,100,100,100,3x25,1773,"2,13",0,1
2784,1016VL,1016VL,42,100,"92,86",100,98,3x25,3913,"2,38",0,"1,6"
2786,1016VM,1016VM,35,100,"77,14",100,97,3x25,2356,0,0,"1,6"
2788,1016VN,1016VN,22,100,100,100,95,3x25,2458,0,0,"1,4"
2790,1016VP,1016VP,20,100,100,100,100,3x25,2678,0,0,"1,2"
2792,1016VR,1016VR,68,100,"97,06",100,96,3x25,3184,"4,41",0,"1,5"
2794,1016VS,1016VS,36,100,"94,44",100,89,3x25,3770,"8,33",0,"1,4"
2796,1016VT,1016VT,93,100,"82,8",100,96,3x25,3128,"7,53",0,"1,5"
2798,1016VV,1016VV,79,100,"97,47",100,99,3x25,2617,"3,8",0,"1,4"
2800,1016VW,1016VW,25,100,100,100,96,3x25,1980,4,0,"1,4"
2802,1016VX,1016VX,43,100,100,100,91,3x25,6053,"6,98",0,"1,5"
2804,1016VZ,1016VZ,20,100,95,100,100,3x25,1445,5,0,1
2806,1016WB,1016WB,12,100,100,100,100,3x25,3526,0,0,1
2808,1016WC,1016WC,28,100,100,100,96,3x25,3502,"3,57",0,1
2810,1016XA,1016XA,78,100,"92,31",100,96,3x25,2866,"5,13",0,"1,5"
2812,1016XB,1016XB,54,100,"98,15",100,89,3x25,3013,"5,56",0,"1,2"
2814,1016XC,1016XC,25,100,100,100,100,3x25,3323,4,0,"1,9"
2816,1016XD,1016XD,83,100,"98,8",100,93,3x25,2133,"2,41",0,"1,2"
2818,1016XE,1016XG,25,100,100,100,88,3x25,4902,20,0,"1,3"
2820,1016XH,1016XH,51,100,100,100,98,3x25,3309,"11,76",0,"1,1"
2822,1016XJ,1016XJ,29,100,100,100,100,3x25,3070,"3,45",0,"1,6"
2824,1016XK,1016XK,27,100,"96,3",100,100,3x25,2958,"7,41",0,"1,3"
2826,1016XL,1016XL,28,100,"96,43",100,86,3x25,4733,"10,71",0,"1,8"
2828,1016XM,1016XM,39,100,"97,44",100,100,3x25,2833,"7,69",0,"1,2"
2830,1016XN,1016XN,17,100,"94,12",100,100,3x25,4273,"11,76",0,2
2832,1016XP,1016XR,22,100,100,100,95,3x25,5373,"13,64",0,"1,8"
2834,1016XS,1016XS,93,100,"97,85",100,97,3x25,1056,"3,23",0,1
2836,1016XT,1016XT,81,100,100,100,100,3x25,1172,0,0,"1,1"
2838,1016XV,1016XV,22,100,100,100,95,3x25,1914,"4,55",0,"3,7"
2840,1016XW,1016XW,27,100,"96,3",100,89,3x25,2398,"14,81",0,"3,7"
2842,1016XX,1016XX,26,100,"88,46",100,88,3x25,6258,"15,38",0,"3,3"
2844,1016XZ,1016XZ,21,100,100,100,95,3x25,2149,"4,76",0,1
2846,1016ZA,1016ZA,19,100,100,100,100,3x25,2568,0,0,"1,3"
2848,1016ZB,1016ZB,22,100,100,100,100,3x25,2148,0,0,1
2850,1017AA,1017AA,38,100,"94,74",100,87,3x25,8036,"23,68",0,"1,7"
2852,1017AB,1017AB,19,100,"94,74",100,79,3x25,12046,"26,32",0,"1,6"
2854,1017AC,1017AC,13,100,"84,62",100,46,3x25,14276,"38,46",0,"2,2"
2856,1017AD,1017AD,64,100,"96,88",100,98,3x25,3767,"6,25",0,"1,5"
2858,1017AE,1017AE,13,100,100,100,92,3x25,8790,"15,38",0,"1,8"
2860,1017AG,1017AG,41,100,"92,68",100,93,3x25,3603,"12,2",0,"2,1"
2862,1017AH,1017AH,19,100,100,100,74,3x25,10072,"31,58",0,"1,5"
2864,1017AJ,1017AJ,33,100,"93,94",100,79,3x25,4328,"15,15",0,"1,4"
2866,1017AK,1017AK,37,100,"72,97",100,95,3x25,2773,"8,11",0,"1,7"
2868,1017AL,1017AL,17,100,"94,12",100,88,3x25,8810,"23,53",0,"1,4"
2870,1017AM,1017AM,19,100,100,100,89,3x25,4813,"15,79",0,"2,5"
2872,1017AN,1017AN,127,100,100,100,96,3x25,2140,"3,15",0,"1,3"
2874,1017AP,1017AP,26,100,"96,15",100,96,3x25,3109,"3,85",0,"1,5"
2876,1017AR,1017AR,11,100,100,100,91,3x25,3992,0,0,2
2878,1017AS,1017AS,14,100,100,100,93,3x25,3405,"7,14",0,"1,8"
2880,1017AV,1017AV,34,100,"91,18",100,85,3x25,9801,"17,65",0,2
2882,1017AW,1017AW,19,100,"94,74",100,63,3x25,20351,"63,16",0,"1,8"
2884,1017AX,1017AX,66,100,"95,45",100,88,3x25,6901,"16,67",0,"1,6"
2886,1017AZ,1017AZ,23,100,"95,65",100,96,3x25,8478,"26,09",0,"1,3"
2888,1017BA,1017BA,66,100,"96,97",100,89,3x25,3659,"9,09",0,"1,3"
2890,1017BB,1017BB,18,100,"83,33",100,33,1x6,21096,"77,78",0,"2,4"
2892,1017BC,1017BC,13,100,100,100,100,3x25,2709,"7,69",0,"1,8"
2894,1017BD,1017BE,16,100,"93,75",100,88,3x25,5800,"18,75",0,"1,5"
2896,1017BG,1017BG,11,100,100,100,82,3x25,2626,"27,27",0,"1,6"
2898,1017BH,1017BH,10,100,100,100,90,3x25,14089,60,0,2
2900,1017BJ,1017BJ,28,100,"82,14",100,71,3x25,10976,"35,71",0,"1,7"
2902,1017BK,1017BK,49,100,"87,76",100,84,3x25,12279,"20,41",0,"2,2"
2904,1017BL,1017BL,13,100,100,100,85,3x25,15765,"46,15",0,"1,9"
2906,1017BM,1017BM,23,100,"82,61",100,65,3x25,26914,"47,83",0,"1,8"
2908,1017BN,1017BN,30,100,90,100,73,3x25,10425,"16,67",0,2
2910,1017BP,1017BP,22,100,"90,91",100,86,3x25,9222,"40,91",0,"1,6"
2912,1017BR,1017BR,21,100,"95,24",100,81,3x25,17610,"38,1",0,"1,7"
2914,1017BS,1017BS,27,100,"85,19",100,78,3x25,13466,"25,93",0,"2,8"
2916,1017BT,1017BV,24,100,"91,67",100,38,3x25,17328,"45,83",0,"2,1"
2918,1017BW,1017BW,14,100,100,100,86,3x25,7820,"28,57",0,"1,8"
2919,1017BX,1017BX,15,100,"86,67",100,80,3x25,7515,"26,67",0,"2,8"
2921,1017BZ,1017BZ,10,100,60,100,60,3x25,14593,50,0,2
2923,1017CA,1017CC,45,100,"86,67",100,60,3x25,15590,"28,89",0,"1,4"
2924,1017CD,1017CD,28,100,"96,43",100,75,3x25,7074,"17,86",0,"2,4"
2926,1017CE,1017CE,21,100,"71,43",100,86,3x25,11213,"33,33",0,"1,7"
2928,1017CG,1017CH,34,100,100,100,71,3x25,10332,"26,47",0,"1,9"
2930,1017CJ,1017CJ,23,100,"91,3",100,87,3x25,5246,"21,74",0,"1,8"
2932,1017CK,1017CL,27,100,"70,37",100,56,3x25,25245,"59,26",0,"1,9"
2934,1017CM,1017CM,15,100,"93,33",100,60,3x25,39965,"53,33",0,"2,1"
2936,1017CN,1017CN,22,100,"86,36",100,59,3x25,27208,"36,36",0,"1,8"
2938,1017CP,1017CR,32,100,"96,88",100,81,3x25,13079,"43,75",0,"1,7"
2940,1017CS,1017CS,46,100,"97,83",100,83,3x25,15478,"34,78",0,"1,7"
2942,1017CT,1017CT,26,100,"80,77",100,54,3x25,15912,"65,38",0,"2,9"
2944,1017CV,1017CV,40,100,"92,5",100,60,3x25,24163,"47,5",0,"1,9"
2946,1017CW,1017CW,16,100,100,100,94,3x25,6746,0,0,"1,4"
2948,1017CX,1017CX,68,100,"98,53",100,94,3x25,4211,"8,82",0,"1,7"
2950,1017CZ,1017CZ,14,100,"78,57",100,79,3x25,4500,"14,29",0,"2,5"
2952,1017DA,1017DA,46,100,"63,04",100,59,3x25,14659,"28,26",0,"2,2"
2954,1017DB,1017DC,20,100,95,100,90,3x25,7667,30,0,"1,8"
2956,1017DD,1017DD,18,100,100,100,100,3x25,5839,"55,56",0,"1,8"
2958,1017DE,1017DE,25,100,100,100,92,3x25,3008,12,0,"1,2"
2960,1017DG,1017DG,21,100,"95,24",100,81,3x25,8785,"57,14",0,"1,8"
2962,1017DH,1017DH,17,100,100,100,100,3x25,5232,"47,06",0,"1,7"
2964,1017DJ,1017DJ,22,100,"90,91",100,77,3x25,9835,"40,91",0,"1,9"
2966,1017DK,1017DK,33,100,"96,97",100,85,3x25,13167,"27,27",0,"1,9"
2968,1017DL,1017DL,25,100,100,100,76,3x25,6968,20,0,"3,4"
2970,1017DM,1017DM,44,100,100,100,82,3x25,5065,"18,18",0,"1,4"
2972,1017DN,1017DN,36,100,"94,44",100,89,3x25,4601,"13,89",0,"1,1"
2974,1017DP,1017DP,20,100,95,100,85,3x25,6785,10,0,"1,7"
2976,1017DR,1017DR,29,100,"93,1",100,76,3x25,7431,"24,14",0,"1,5"
2978,1017DS,1017DS,33,100,"93,94",100,85,3x25,12027,"30,3",0,"2,5"
2980,1017DT,1017DT,40,100,100,100,98,3x25,4126,"7,5",0,"1,5"
2982,1017DV,1017DW,44,100,"90,91",100,86,3x25,7829,"22,73",0,"3,3"
2984,1017DX,1017DX,32,100,100,100,78,3x25,7026,"15,63",0,"1,3"
2986,1017DZ,1017DZ,14,100,100,100,71,3x25,8253,"35,71",0,"1,6"
2988,1017EA,1017EA,22,100,"95,45",100,86,3x25,4415,"9,09",0,"1,4"
2990,1017EB,1017EB,25,100,96,100,100,3x25,4527,8,0,"1,7"
2992,1017EC,1017EC,15,100,100,100,67,3x25,6339,"46,67",0,"1,4"
2994,1017ED,1017ED,48,100,"95,83",100,79,3x25,5461,"10,42",0,"1,9"
2996,1017EE,1017EE,22,100,"90,91",100,100,3x25,3411,"9,09",0,"2,5"
2998,1017EG,1017EG,25,100,80,100,84,3x25,7814,36,0,"2,2"
3000,1017EH,1017EH,13,100,100,100,92,3x25,7670,"38,46",0,"1,8"
3002,1017EJ,1017EJ,16,100,100,100,69,3x25,9735,"56,25",0,"2,1"
3004,1017EK,1017EK,28,100,"96,43",100,86,3x25,5134,"17,86",0,3
3005,1017EL,1017EL,23,100,"95,65",100,91,3x25,4355,"34,78",0,"2,7"
3007,1017EM,1017EM,17,100,"94,12",100,76,3x25,14820,"29,41",0,"2,2"
3009,1017EN,1017EN,19,100,"94,74",100,63,3x25,11232,"26,32",0,"1,7"
3011,1017EP,1017EP,11,100,100,100,55,3x25,15464,"54,55",0,2
3013,1017ER,1017ER,11,100,100,100,64,3x25,17895,"72,73",0,"1,7"
3015,1017ES,1017ES,35,100,100,100,100,3x25,4283,"8,57",0,"1,1"
3016,1017ET,1017ET,28,100,"96,43",100,68,3x25,11687,25,0,"1,5"
3018,1017EV,1017EV,25,100,96,100,76,3x25,7571,20,0,"1,4"
3020,1017EW,1017EW,54,100,"98,15",100,87,3x25,4441,"16,67",0,"1,3"
3022,1017EX,1017EX,29,100,"96,55",100,86,3x25,9056,"20,69",0,"1,9"
3024,1017EZ,1017EZ,16,100,100,100,94,3x25,5838,"6,25",0,"1,4"
3026,1017GA,1017GA,18,100,"94,44",100,89,3x25,6746,"16,67",0,"1,6"
3028,1017GB,1017GB,20,100,90,100,75,3x25,8955,30,0,"1,6"
3030,1017GC,1017GC,36,100,"91,67",100,92,3x25,6237,"19,44",0,"2,1"
3032,1017GD,1017GD,36,100,100,100,97,3x25,2937,"13,89",0,"1,7"
3034,1017GE,1017GE,33,100,"93,94",100,97,3x25,3398,"9,09",0,"2,8"
3036,1017GG,1017GG,23,100,"78,26",100,96,3x25,3075,"21,74",0,"2,1"
3038,1017GH,1017GH,34,100,"73,53",100,94,3x25,4000,"2,94",0,"3,8"
3040,1017GJ,1017GJ,34,100,"94,12",100,91,3x25,3824,"14,71",0,4
3042,1017GK,1017GK,11,100,100,100,100,3x25,2959,0,0,"3,6"
3044,1017GL,1017GL,35,100,100,100,100,3x25,3238,"2,86",0,"1,9"
3045,1017GM,1017GM,29,100,"93,1",100,72,3x25,9594,"34,48",0,"2,2"
3047,1017GN,1017GN,49,100,"93,88",100,94,3x25,3158,"8,16",0,"1,8"
3049,1017GP,1017GP,48,100,"95,83",100,98,3x25,2555,"6,25",0,"2,3"
3051,1017GR,1017GR,20,100,95,100,90,3x25,4239,10,0,"3,2"
3053,1017GS,1017GS,14,100,100,100,93,3x25,3383,"21,43",0,"3,2"
3055,1017GT,1017GT,31,100,"96,77",100,100,3x25,2505,"3,23",0,"3,8"
3057,1017GV,1017GV,24,100,"87,5",100,88,3x25,5828,"8,33",0,"2,9"
