,POSTCODE_VAN,POSTCODE_TOT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter,Gemiddeld aantal telwielen
16551,1065EX,1065EX,18,100,100,100,100,3x25,2352,0,0,"1,5"
16553,1065EZ,1065EZ,29,100,100,100,100,3x25,2449,0,0,"1,6"
16555,1065GA,1065GA,25,100,100,100,100,3x25,2254,0,0,"1,6"
16557,1065GB,1065GB,21,100,100,100,100,3x25,1956,0,0,"1,4"
16559,1065GC,1065GC,25,100,100,100,100,3x25,3074,0,0,"1,6"
16561,1065GD,1065GD,21,100,100,100,95,3x25,2637,"4,76",0,"1,5"
16563,1065GE,1065GE,18,100,100,100,100,3x25,2304,0,0,"1,4"
16565,1065GG,1065GG,13,100,"92,31",100,100,3x25,1953,0,0,1
16567,1065GH,1065GH,29,100,100,100,100,3x25,2652,0,0,"1,7"
16569,1065GJ,1065GN,27,100,100,100,93,3x25,3478,"7,41",0,"1,4"
16571,1065GP,1065GP,25,100,100,100,100,3x25,1829,4,0,"1,5"
16574,1065GR,1065GR,26,100,100,100,96,3x25,2014,"7,69",0,"1,3"
16575,1065GS,1065GS,24,100,"95,83",100,100,3x25,2006,0,0,"1,5"
16577,1065GT,1065GT,28,100,100,100,100,3x25,1390,0,0,"1,4"
16579,1065GV,1065GV,10,100,100,100,90,3x25,5896,10,0,"1,6"
16581,1065GW,1065GW,18,100,100,100,100,3x25,2594,0,0,"1,6"
16583,1065GX,1065GX,20,100,100,100,100,3x25,2288,0,0,"1,7"
16585,1065GZ,1065GZ,18,100,100,100,100,3x25,3237,0,0,"1,6"
16587,1065HA,1065HA,18,100,100,100,100,3x25,2822,0,0,"1,6"
16589,1065HB,1065HB,15,100,100,100,100,3x25,2017,0,0,"1,6"
16591,1065HC,1065HC,18,100,100,100,100,3x25,2446,0,0,"1,8"
16593,1065HD,1065HD,19,100,100,100,100,3x25,1612,0,0,"1,4"
16595,1065HE,1065HE,13,100,"92,31",100,100,3x25,1814,0,0,"1,4"
16597,1065HG,1065HG,13,100,100,100,100,3x25,2311,0,0,"1,6"
16599,1065HH,1065HH,22,100,100,100,100,3x25,1833,0,0,"1,5"
16601,1065HJ,1065HJ,18,100,100,100,100,3x25,2712,0,0,"1,5"
16603,1065HK,1065HK,16,100,100,100,94,3x25,2713,0,0,"1,7"
16605,1065HL,1065HL,17,100,100,100,100,3x25,2605,0,0,"1,9"
16607,1065HM,1065HM,12,100,100,100,100,3x25,2207,0,0,"1,5"
16609,1065HN,1065HN,28,100,"96,43",100,93,3x25,3332,"3,57",0,"1,5"
16611,1065HP,1065HP,23,100,100,100,91,3x25,3441,"4,35",0,"1,7"
16613,1065HR,1065HR,24,100,100,100,96,3x25,2387,0,0,"1,7"
16615,1065HS,1065HT,38,100,"94,74",100,89,3x25,4530,"21,05",0,"1,5"
16617,1065HV,1065HV,19,100,100,100,100,3x25,2208,0,0,"1,5"
16619,1065HW,1065HX,25,100,100,100,96,3x25,4457,32,0,"1,6"
16621,1065HZ,1065HZ,23,100,100,100,91,3x25,4926,"13,04",0,"1,6"
16623,1065JA,1065JA,12,100,100,100,67,3x25,12495,"83,33",0,"2,3"
16625,1065JB,1065JB,23,100,100,100,91,3x25,1782,"8,7",0,"1,6"
16626,1065JC,1065JC,19,100,100,100,100,3x25,1552,0,0,"1,6"
16628,1065JD,1065JD,12,100,100,100,50,3x25,10710,75,0,"1,9"
16630,1065JE,1065JE,20,100,85,100,60,3x25,15851,50,0,"2,4"
16631,1065JG,1065JG,22,100,100,100,91,3x25,3606,"13,64",0,"1,7"
16633,1065JH,1065JH,26,100,"96,15",100,85,3x25,4249,"19,23",0,"1,7"
16635,1065JJ,1065JM,32,100,"96,88",100,81,3x25,14550,"34,38",0,"1,9"
16637,1065JN,1065JN,27,100,100,100,100,3x25,5652,"7,41",0,"1,6"
16639,1065JP,1065JP,22,100,100,100,95,3x25,5524,"18,18",0,2
16641,1065JR,1065JR,28,100,100,100,96,3x25,1958,0,0,"1,6"
16643,1065JS,1065JS,24,100,100,100,100,3x25,2044,0,0,"1,5"
16645,1065JT,1065JT,25,100,100,100,100,3x25,2269,0,0,"1,8"
16647,1065JV,1065JV,16,100,100,100,100,3x25,2311,0,0,"1,4"
16649,1065JW,1065JW,22,100,100,100,100,3x25,2064,"4,55",0,"1,5"
16651,1065JX,1065JX,20,100,85,100,85,3x25,4705,15,0,"1,4"
16653,1065JZ,1065JZ,20,100,100,100,100,3x25,1940,0,0,"1,1"
16655,1065KA,1065KA,16,100,100,100,100,3x25,2408,0,0,"1,5"
16657,1065KB,1065KB,53,100,"98,11",100,98,3x25,2448,"7,55",0,"1,5"
16659,1065KC,1065KC,17,100,100,100,94,3x25,6117,"5,88",0,"1,6"
16661,1065KD,1065KD,26,100,"96,15",100,92,3x25,1999,"7,69",0,"1,4"
16663,1065KE,1065KE,29,100,100,100,100,3x25,2370,"3,45",0,"1,5"
16665,1065KG,1065KH,22,100,"95,45",100,68,3x25,8177,"68,18",0,"1,9"
16667,1065KJ,1065KJ,21,100,100,100,100,3x25,3751,0,0,"1,9"
16668,1065KK,1065KK,13,100,"92,31",100,77,3x25,19248,"61,54",0,"1,9"
16670,1065KL,1065KL,28,100,"96,43",100,96,3x25,3074,0,0,"1,6"
16672,1065KM,1065KM,26,100,100,100,100,3x25,2274,0,0,"1,6"
16674,1065KN,1065KN,25,100,100,100,100,3x25,2097,0,0,"1,5"
16676,1065KP,1065KP,26,100,100,100,96,3x25,2417,"3,85",0,"1,7"
16678,1065KR,1065KR,26,100,100,100,100,3x25,2721,0,0,"1,6"
16680,1065KS,1065KS,26,100,100,100,100,3x25,3123,0,0,"1,4"
16682,1065KT,1065KT,19,100,100,100,100,3x25,2257,0,0,"1,6"
16684,1065KV,1065KV,18,100,100,100,89,3x25,2579,"16,67",0,"1,8"
16686,1065KW,1065KW,21,100,"95,24",100,90,3x25,6722,"14,29",0,"1,5"
16688,1065KX,1065KX,12,100,100,100,83,3x25,6689,"33,33",0,"1,6"
16690,1065KZ,1065KZ,22,100,"95,45",100,100,3x25,1211,0,0,
16692,1065LA,1065LA,22,100,100,100,100,3x25,1226,0,0,"1,1"
16694,1065LB,1065LB,23,100,100,100,100,3x25,1150,"4,35",0,1
16696,1065LC,1065LC,22,100,100,100,100,3x25,1555,0,0,1
16698,1065LD,1065LD,23,100,100,100,100,3x25,1395,"4,35",0,"1,1"
16700,1065LE,1065LE,22,100,100,100,100,3x25,1180,0,0,"1,3"
16702,1065LG,1065LG,13,100,100,100,92,3x25,2288,"15,38",0,"1,1"
16704,1065LH,1065LH,19,100,100,100,100,3x25,4209,0,0,1
16706,1065LK,1065LK,27,100,100,100,96,3x25,3760,"3,7",0,1
16708,1065LL,1065LL,27,100,100,100,96,3x25,2480,0,0,1
16710,1065LM,1065LM,35,100,"97,14",100,80,3x25,10035,"28,57",0,"1,8"
16712,1065LN,1065LN,36,100,100,100,89,3x25,9600,"33,33",0,"1,8"
16714,1065LP,1065LP,20,100,100,100,100,3x25,1716,0,0,"1,1"
16716,1065LR,1065LR,20,100,100,100,100,3x25,1581,0,0,1
16718,1065LS,1065LS,20,100,100,100,100,3x25,2553,0,0,"1,2"
16720,1065LT,1065LT,19,100,100,100,100,3x25,2455,0,0,1
16722,1065LV,1065LV,20,100,100,100,100,3x25,2586,0,0,"1,1"
16724,1065LW,1065LW,19,100,100,100,100,3x25,1585,0,0,"1,2"
16726,1065LX,1065LX,20,100,100,100,100,3x25,2896,0,0,"1,1"
16728,1065LZ,1065LZ,19,100,100,100,100,3x25,2166,0,0,1
16730,1065MB,1065MB,16,100,100,100,100,3x25,2565,0,0,"1,3"
16732,1065NS,1065SH,20,100,100,100,85,3x25,3202,15,0,"1,5"
16734,1065SJ,1065SJ,17,100,100,100,100,3x25,2500,0,0,"1,4"
16736,1065SK,1065SK,17,100,100,100,100,3x25,1744,0,0,"1,6"
16738,1065SL,1065SL,17,100,100,100,100,3x25,1940,0,0,"1,3"
16740,1065SM,1065SM,12,100,100,100,100,3x25,1949,0,0,"1,3"
16742,1065SN,1065SN,21,100,100,100,100,3x25,1917,0,0,"1,5"
16744,1065SP,1065SP,12,100,100,100,100,3x25,2085,0,0,"1,5"
16746,1065SR,1065SR,21,100,100,100,100,3x25,1973,0,0,"1,3"
16748,1065ST,1065ST,12,100,100,100,100,3x25,2634,0,0,"1,4"
16750,1065SV,1065SV,21,100,"95,24",100,100,3x25,1862,0,0,"1,5"
16752,1065SW,1065SW,21,100,100,100,100,3x25,1829,0,0,"1,6"
16754,1065SX,1065SX,20,100,100,100,100,3x25,1297,5,0,"1,2"
16756,1065SZ,1065SZ,20,100,100,100,100,3x25,1857,0,0,"1,6"
16758,1065TA,1065TA,31,100,100,100,97,3x25,1991,"3,23",0,"1,6"
16760,1065TB,1065TB,19,100,100,100,100,3x25,1832,"5,26",0,"1,6"
16762,1065TC,1065TC,19,100,100,100,100,3x25,2581,"5,26",0,"1,3"
16764,1065TD,1065TD,16,100,100,100,100,3x25,2504,0,0,"1,4"
16766,1065TE,1065TE,17,100,100,100,100,3x25,2208,0,0,"1,6"
16768,1065TG,1065TG,17,100,"94,12",100,100,3x25,1897,0,0,"1,2"
16770,1065TH,1065TH,17,100,100,100,100,3x25,2235,0,0,"1,2"
16772,1065TJ,1065TJ,32,100,100,100,100,3x25,1326,"3,13",0,"1,7"
16774,1065TK,1065TK,19,100,100,100,100,3x25,2212,"5,26",0,"1,5"
16776,1065TL,1065TL,19,100,"94,74",100,100,3x25,1786,"5,26",0,"1,6"
16778,1065TM,1065TM,17,100,"94,12",100,100,3x25,1618,0,0,"1,6"
16780,1065TN,1065TN,17,100,100,100,100,3x25,1848,0,0,"1,6"
16782,1065TP,1065TP,31,100,"96,77",100,97,3x25,1432,0,0,"1,4"
16784,1065TR,1065TR,26,100,100,100,100,3x25,1653,"7,69",0,"1,7"
16786,1065TT,1065TV,25,100,100,100,100,3x25,1857,4,0,"1,5"
16788,1065TW,1065TW,21,100,100,100,100,3x25,2228,0,0,"1,7"
16790,1065TX,1065TX,21,100,100,100,100,3x25,2248,0,0,"1,4"
16792,1065TZ,1065TZ,25,100,100,100,96,3x25,1654,0,0,"1,4"
16794,1065VA,1065VA,21,100,100,100,100,3x25,2285,0,0,"1,3"
16796,1065VB,1065VB,21,100,100,100,100,3x25,2160,0,0,"1,5"
16798,1065VC,1065VC,22,100,100,100,100,3x25,2089,0,0,"1,5"
16800,1065VD,1065VD,11,100,100,100,100,3x25,3019,0,0,"1,5"
16802,1065VE,1065VG,27,100,"96,3",100,96,3x25,3707,"7,41",0,"1,6"
16804,1065VH,1065VH,12,100,100,100,100,3x25,2090,0,0,"1,5"
16806,1065VJ,1065VJ,21,100,100,100,100,3x25,3012,"4,76",0,"1,7"
16808,1065VK,1065VK,21,100,"95,24",100,100,3x25,2428,0,0,"1,5"
16810,1065VL,1065VL,17,100,100,100,100,3x25,2200,"5,88",0,"1,7"
16812,1065VM,1065VM,25,100,100,100,100,3x25,2455,0,0,"1,7"
16814,1065VN,1065VN,18,100,100,100,94,3x25,1769,0,0,"1,6"
16816,1065VP,1065VP,25,100,100,100,100,3x25,2220,0,0,"1,4"
16818,1065VR,1065VR,26,100,100,100,100,3x25,1654,0,0,"1,5"
16820,1065VS,1065VS,25,100,100,100,100,3x25,2066,0,0,"1,6"
16822,1065VT,1065VW,44,100,"97,73",100,91,3x25,6970,"11,36",0,"1,6"
16824,1065VX,1065VX,24,100,100,100,100,3x25,2269,0,0,"1,5"
16826,1065VZ,1065VZ,25,100,96,100,100,3x25,1640,0,0,"1,7"
16828,1065XA,1065XB,38,100,100,100,97,3x25,2370,0,0,"1,5"
16830,1065XC,1065XC,17,100,100,100,100,3x25,1996,0,0,"1,5"
16832,1065XD,1065XD,25,100,100,100,100,3x25,2117,0,0,"1,6"
16834,1065XE,1065XG,28,100,100,100,100,3x25,2248,0,0,"1,6"
16836,1065XH,1065XH,21,100,"95,24",100,100,3x25,2609,0,0,"1,6"
16838,1065XJ,1065XJ,22,100,100,100,100,3x25,1826,0,0,"1,4"
16840,1065XK,1065XK,21,100,100,100,100,3x25,1724,0,0,"1,4"
16842,1065XL,1065XL,22,100,100,100,100,3x25,1729,0,0,"1,6"
16844,1065XM,1065XM,21,100,100,100,100,3x25,2273,0,0,"1,5"
16846,1065XN,1065XN,22,100,100,100,100,3x25,2096,0,0,"1,8"
16848,1065XP,1065XP,21,100,100,100,100,3x25,2162,"4,76",0,"1,4"
16850,1065XR,1065XR,21,100,100,100,100,3x25,1957,0,0,"1,4"
16852,1065XS,1065XS,16,100,100,100,100,3x25,2142,0,0,"1,4"
16854,1065XT,1065XT,28,100,"96,43",100,93,3x25,2815,"7,14",0,"1,7"
16856,1065XV,1065XV,25,100,100,100,100,3x25,2316,0,0,"1,4"
16858,1065XW,1065XW,27,100,"96,3",100,93,3x25,2138,"11,11",0,"1,7"
16860,1065XX,1065XX,25,100,100,100,100,3x25,2096,0,0,"1,5"
16862,1065XZ,1065XZ,26,100,"96,15",100,96,3x25,2422,"3,85",0,"1,5"
16864,1066AA,1066AA,16,100,100,100,94,3x25,2132,"6,25",0,"1,6"
16866,1066AB,1066AB,17,100,100,100,100,3x25,2441,0,0,"1,6"
16868,1066AC,1066AC,23,100,100,100,100,3x25,2107,0,0,"1,5"
16870,1066AD,1066AD,16,100,100,100,100,3x25,2628,0,0,"2,3"
16872,1066AE,1066AE,26,100,100,100,96,3x25,2526,"3,85",0,"1,4"
16874,1066AG,1066AG,12,100,100,100,100,3x25,8674,"41,67",0,"2,1"
16876,1066AH,1066AH,16,100,"93,75",100,81,3x25,6193,"6,25",0,"1,3"
16878,1066AJ,1066AJ,24,100,"95,83",100,100,3x25,2912,0,0,"1,6"
16879,1066AK,1066AK,17,100,100,100,100,3x25,2748,"5,88",0,"1,4"
16881,1066AL,1066AL,24,100,100,100,100,3x25,2524,0,0,"1,4"
16883,1066AM,1066AM,17,100,100,100,94,3x25,2408,"5,88",0,"1,6"
16885,1066AN,1066AP,24,100,100,100,92,3x25,2374,"8,33",0,1
16887,1066AR,1066AR,19,100,100,100,100,3x25,2391,"5,26",0,"1,6"
16889,1066AS,1066AS,18,100,100,100,100,3x25,2089,0,0,"1,4"
16891,1066AT,1066AT,19,100,100,100,100,3x25,2786,0,0,"1,9"
16893,1066AV,1066AV,19,100,100,100,100,3x25,2607,0,0,"1,8"
16895,1066AW,1066AW,18,100,100,100,100,3x25,2711,0,0,"1,6"
16897,1066AX,1066AZ,21,100,"90,48",100,100,3x25,2418,"9,52",0,"1,5"
16899,1066BA,1066BA,23,100,100,100,100,3x25,1624,0,0,"1,4"
16901,1066BB,1066BB,21,100,100,100,95,3x25,1644,0,0,"1,3"
16903,1066BC,1066BC,27,100,100,100,100,3x25,1605,0,0,"1,3"
16905,1066BD,1066BD,25,100,100,100,100,3x25,2370,0,0,"1,3"
16907,1066BE,1066BE,25,100,100,100,100,3x25,2414,4,0,"1,6"
16909,1066BG,1066BG,24,100,100,100,100,3x25,2928,0,0,"1,8"
16911,1066BH,1066BH,19,100,"89,47",100,95,3x25,1872,"5,26",0,"1,7"
16913,1066BJ,1066BJ,25,100,100,100,100,3x25,1612,0,0,"1,4"
16915,1066BK,1066BK,19,100,100,100,100,3x25,1660,0,0,"1,8"
16917,1066BL,1066BL,24,100,100,100,100,3x25,1696,0,0,"1,3"
16919,1066BM,1066BM,20,100,100,100,100,3x25,2027,0,0,"1,3"
16921,1066BN,1066BN,26,100,"96,15",100,96,3x25,1523,0,0,"1,3"
16923,1066BP,1066BP,13,100,100,100,62,3x25,8230,"61,54",0,2
16925,1066BS,1066BV,18,100,"83,33",100,78,3x25,7065,"27,78",0,"1,6"
16926,1066BW,1066BW,19,100,"63,16",100,53,3x25,7140,"42,11",0,"2,4"
16927,1066BZ,1066CA,20,100,95,100,85,3x25,6790,35,0,"1,6"
16928,1066CB,1066CB,11,100,100,100,91,3x25,3321,"18,18",0,"1,5"
16929,1066CC,1066CD,18,100,100,100,83,3x25,4577,"16,67",0,"1,4"
16930,1066CE,1066CE,29,100,"96,55",100,86,3x25,5731,"10,34",0,"1,3"
16932,1066CG,1066CG,17,100,100,100,88,3x25,4471,"11,76",0,"1,9"
16934,1066CH,1066CH,23,100,"95,65",100,91,3x25,4390,"8,7",0,"1,5"
16936,1066CJ,1066CJ,23,100,"91,3",100,87,3x25,5996,"17,39",0,"1,7"
16938,1066CK,1066CK,15,100,"93,33",100,100,3x25,5362,0,0,"1,7"
16940,1066CL,1066CL,18,100,100,100,100,3x25,3096,"11,11",0,"2,2"
16942,1066CM,1066CM,14,100,"92,86",100,86,3x25,12826,"35,71",0,2
16944,1066CN,1066CN,23,100,100,100,83,3x25,3744,"21,74",0,"1,7"
16945,1066CP,1066CP,18,100,"94,44",100,83,3x25,3466,"38,89",0,"1,7"
16947,1066CR,1066CS,26,100,"92,31",100,73,3x25,4090,"26,92",0,2
16949,1066CT,1066CT,26,100,"80,77",100,88,3x25,2939,"7,69",0,"1,9"
16951,1066CV,1066CV,22,100,"95,45",100,100,3x25,4231,"18,18",0,"1,9"
16953,1066CW,1066CW,15,100,"93,33",100,100,3x25,5782,"6,67",0,"1,6"
16955,1066CX,1066CX,31,100,"93,55",100,71,3x25,7073,"35,48",0,"1,8"
16957,1066CZ,1066DA,17,100,100,100,100,3x25,3015,0,0,"1,1"
16959,1066DC,1066DC,69,100,"95,65",100,99,3x25,2228,"1,45",0,1
16960,1066DD,1066DD,15,100,100,100,87,3x25,5620,0,0,"1,2"
16961,1066DE,1066DE,14,100,"92,86",100,93,3x25,7858,"28,57",0,"1,8"
16963,1066DG,1066DG,35,100,100,100,94,3x25,3772,"11,43",0,"1,1"
16965,1066DH,1066DH,34,100,"97,06",100,97,3x25,3548,"8,82",0,"1,2"
16967,1066DM,1066DM,19,100,100,100,100,3x25,1648,0,0,"1,9"
16969,1066DN,1066DN,19,100,100,100,100,3x25,1765,0,0,2
16970,1066DP,1066DP,21,100,100,100,100,3x25,1411,0,0,2
16971,1066DR,1066DR,21,100,100,100,100,3x25,1495,0,0,"2,1"
16972,1066DS,1066DS,14,100,"85,71",100,100,3x25,2007,0,0,"1,9"
16973,1066DT,1066DT,14,100,100,100,100,3x25,1457,0,0,2
16974,1066DV,1066DV,18,100,100,100,100,3x25,2085,0,0,2
16975,1066DW,1066DW,11,100,100,100,100,3x25,1777,0,0,2
16976,1066DX,1066DX,11,100,100,100,100,3x25,1814,0,0,"2,2"
16977,1066DZ,1066DZ,51,100,100,100,98,3x25,3266,"1,96",0,"1,1"
16978,1066EA,1066EA,10,100,80,100,70,3x25,9531,70,0,"2,5"
16980,1066EC,1066EE,14,100,"78,57",100,64,3x25,10916,"57,14",0,"2,2"
16981,1066EG,1066EG,25,100,100,100,76,3x25,6212,20,0,"1,9"
16982,1066EH,1066EH,17,100,100,100,76,3x25,4618,"23,53",0,"1,7"
16984,1066EJ,1066EJ,14,100,100,100,100,3x25,4687,0,0,"1,9"
16986,1066EK,1066EK,22,100,100,100,100,3x25,3080,0,0,2
16988,1066EL,1066EL,21,100,"90,48",100,95,3x25,2974,"4,76",0,"1,4"
16990,1066EM,1066EM,20,100,90,100,90,3x25,4007,10,0,"1,7"
16992,1066EN,1066EN,14,100,"92,86",100,100,3x25,3469,"7,14",0,"1,6"
16994,1066ER,1066EV,37,100,100,100,68,3x25,7589,"29,73",0,"1,8"
16996,1066EW,1066EW,18,100,"77,78",100,44,3x25,23087,"66,67",0,"1,9"
16998,1066EZ,1066GA,13,100,"92,31",100,92,3x25,8700,"23,08",0,"1,9"
17000,1066GD,1066GE,63,100,"98,41",100,98,3x25,3270,"3,17",0,"1,1"
17001,1066GG,1066GG,39,100,100,100,100,3x25,2648,0,0,1
17003,1066GH,1066GH,19,100,100,100,95,3x25,7058,"5,26",0,"1,2"
17005,1066GJ,1066GJ,73,100,100,100,97,3x25,2962,"2,74",0,"1,1"
17007,1066GK,1066GK,30,100,100,100,93,3x25,4145,"6,67",0,"1,1"
17009,1066GL,1066GL,14,100,100,100,100,3x25,3792,0,0,1
17011,1066GM,1066GM,14,100,100,100,100,3x25,4163,0,0,1
17013,1066GN,1066GN,14,100,100,100,100,3x25,4140,0,0,"1,1"
17015,1066GP,1066GP,14,100,100,100,100,3x25,4113,0,0,1
17017,1066GR,1066GR,14,100,100,100,100,3x25,4593,0,0,1
17019,1066GS,1066GS,18,100,100,100,100,3x25,5166,"5,56",0,1
17021,1066GT,1066GT,13,100,100,100,100,3x25,3652,"7,69",0,"1,4"
17023,1066GV,1066GV,13,100,100,100,100,3x25,4700,0,0,1
17025,1066GW,1066GW,13,100,100,100,100,3x25,3503,"7,69",0,"1,1"
17027,1066GX,1066GX,15,100,100,100,100,3x25,4378,0,0,"1,1"
17029,1066GZ,1066GZ,13,100,100,100,100,3x25,3623,"7,69",0,"1,1"
17031,1066HA,1066HA,23,100,100,100,100,3x25,4478,0,0,1
17033,1066HB,1066HB,15,100,100,100,100,3x25,3496,0,0,1
17035,1066HC,1066HC,50,100,100,100,96,3x25,4125,2,0,"1,1"
17037,1066HD,1066HD,35,100,100,100,100,3x25,3092,"2,86",0,1
17039,1066HE,1066HE,10,100,100,100,100,3x25,3882,0,0,"1,1"
17041,1066HG,1066HG,53,100,"96,23",100,98,3x25,3620,"1,89",0,"1,1"
17043,1066HH,1066HH,32,100,100,100,94,3x25,4281,"9,38",0,"1,6"
17045,1066HJ,1066HJ,16,100,100,100,100,3x25,3861,"6,25",0,"1,3"
17047,1066HK,1066HP,56,100,"94,64",100,84,3x25,5431,"12,5",0,"1,1"
17049,1066HR,1066HR,43,100,100,100,100,3x25,4053,"6,98",0,"1,5"
17051,1066HS,1066HS,31,100,100,100,100,3x25,3960,0,0,"1,1"
17053,1066HT,1066HT,36,100,100,100,100,3x25,3610,"2,78",0,"1,1"
17055,1066HV,1066HV,18,100,100,100,100,3x25,3389,"5,56",0,"1,1"
17057,1066HW,1066HW,21,100,100,100,100,3x25,3791,0,0,"1,1"
17059,1066HX,1066HX,37,100,"97,3",100,100,3x25,4069,"2,7",0,"1,1"
17061,1066HZ,1066HZ,46,100,100,100,100,3x25,3795,"2,17",0,"1,2"
17063,1066JA,1066JA,21,100,100,100,100,3x25,3603,"4,76",0,"1,4"
17065,1066JB,1066JB,40,100,100,100,98,3x25,4229,"2,5",0,"1,2"
17067,1066JC,1066JC,30,100,100,100,100,3x25,3669,"6,67",0,"1,2"
17069,1066JD,1066JD,29,100,100,100,100,3x25,3841,"3,45",0,"1,1"
17071,1066JE,1066JE,30,100,100,100,100,3x25,4121,"3,33",0,"1,1"
17073,1066JG,1066JG,54,100,100,100,98,3x25,3812,"3,7",0,"1,1"
17075,1066JH,1066JH,48,100,100,100,100,3x25,3035,0,0,"1,1"
17077,1066JJ,1066JJ,25,100,100,100,100,3x25,2858,4,0,"1,1"
17079,1066JK,1066JK,24,100,100,100,100,3x25,2593,0,0,1
17081,1066JL,1066JL,33,100,"96,97",100,91,3x25,4309,"9,09",0,"1,1"
17083,1066JM,1066JM,20,100,100,100,95,3x25,6677,0,0,"1,4"
17085,1066JN,1066JN,17,100,100,100,94,3x25,5138,"5,88",0,1
17086,1066JP,1066JP,28,100,"96,43",100,89,3x25,3647,"3,57",0,"1,2"
17088,1066JR,1066JT,35,100,"91,43",100,91,3x25,4375,"11,43",0,"1,2"
17090,1066JV,1066JV,19,100,100,100,95,3x25,4391,"5,26",0,"1,1"
17092,1066JW,1066JW,30,100,100,100,100,3x25,5289,"3,33",0,"1,1"
17094,1066JX,1066JX,23,100,100,100,100,3x25,4553,0,0,1
17096,1066JZ,1066JZ,22,100,100,100,100,3x25,4509,0,0,"1,2"
17098,1066KA,1066KA,26,100,100,100,100,3x25,4548,"7,69",0,"1,1"
17100,1066KB,1066KB,23,100,100,100,100,3x25,3975,"4,35",0,1
17102,1066KC,1066KC,26,100,100,100,100,3x25,4698,0,0,"1,5"
17104,1066KD,1066KD,16,100,100,100,100,3x25,4298,"12,5",0,"1,3"
17106,1066KE,1066KE,26,100,100,100,100,3x25,4379,"7,69",0,"1,2"
17108,1066KG,1066KG,16,100,100,100,100,3x25,3579,0,0,"1,1"
17110,1066KH,1066KH,16,100,100,100,100,3x25,4143,0,0,1
17112,1066KJ,1066KJ,12,100,100,100,100,3x25,4929,0,0,1
17114,1066KK,1066KK,25,100,100,100,96,3x25,5950,4,0,1
17116,1066KL,1066KL,37,100,100,100,100,3x25,4259,"5,41",0,"1,1"
17118,1066KM,1066KM,29,100,"96,55",100,100,3x25,3674,"10,34",0,"1,1"
17120,1066KR,1066KR,28,100,"96,43",100,100,3x25,3898,"3,57",0,"1,2"
17122,1066KS,1066KS,35,100,"94,29",100,91,3x25,3731,"11,43",0,"1,2"
17124,1066KT,1066KT,38,100,100,100,100,3x25,3595,0,0,"1,1"
17126,1066KV,1066KV,40,100,100,100,100,3x25,3397,0,0,"1,1"
17128,1066KW,1066KW,28,100,100,100,96,3x25,2791,"3,57",0,1
17130,1066KX,1066KX,27,100,100,100,100,3x25,2544,"3,7",0,"1,2"
17132,1066KZ,1066KZ,23,100,100,100,100,3x25,4049,"4,35",0,"1,1"
17134,1066LA,1066LA,23,100,100,100,100,3x25,4234,"4,35",0,1
17136,1066LB,1066LB,36,100,100,100,100,3x25,4079,"2,78",0,"1,1"
17138,1066LC,1066LC,36,100,100,100,100,3x25,4058,"5,56",0,"1,2"
17140,1066LD,1066LD,20,100,100,100,100,3x25,4097,0,0,"1,2"
17142,1066LE,1066LE,23,100,100,100,100,3x25,4178,0,0,"1,1"
17144,1066LG,1066LG,19,100,100,100,100,3x25,5380,0,0,"1,1"
17146,1066LK,1066LK,41,100,100,100,100,3x25,5157,0,0,"1,1"
17148,1066LL,1066LL,24,100,100,100,100,3x25,4280,"4,17",0,"1,2"
17150,1066LN,1066LN,38,100,100,100,100,3x25,3857,"2,63",0,"1,1"
17152,1066LP,1066LP,28,100,100,100,100,3x25,2751,0,0,1
17154,1066LS,1066LS,22,100,100,100,100,3x25,3579,0,0,1
17156,1066LT,1066LT,24,100,100,100,96,3x25,4322,"4,17",0,1
17158,1066LV,1066LV,20,100,100,100,100,3x25,4117,0,0,"1,2"
17160,1066LW,1066LW,18,100,100,100,100,3x25,3036,0,0,1
17162,1066LX,1066LX,28,100,100,100,100,3x25,4698,"14,29",0,"1,4"
17164,1066LZ,1066LZ,22,100,100,100,100,3x25,4549,"4,55",0,"1,1"
17166,1066MA,1066MA,22,100,"95,45",100,95,3x25,4828,0,0,"1,2"
17168,1066MB,1066MC,20,100,95,100,100,3x25,2950,5,0,"1,1"
17170,1066MD,1066MD,16,100,100,100,100,3x25,3690,0,0,"1,1"
17172,1066ME,1066MG,31,100,100,100,97,3x25,4436,"3,23",0,"1,1"
17174,1066MH,1066MH,73,100,100,100,95,3x25,3107,"6,85",0,"1,1"
17176,1066MJ,1066MJ,67,100,100,100,96,3x25,3440,"2,99",0,1
17178,1066MK,1066MK,18,100,100,100,100,3x25,4078,0,0,1
17180,1066ML,1066ML,28,100,100,100,100,3x25,3422,0,0,1
17182,1066MN,1066MN,48,100,"93,75",100,96,3x25,2628,"6,25",0,1
17184,1066MP,1066MP,30,100,100,100,100,3x25,2984,0,0,1
17186,1066MR,1066MR,56,100,100,100,93,3x25,3341,"7,14",0,"1,1"
17188,1066MS,1066MS,57,100,100,100,96,3x25,2971,"3,51",0,"1,1"
17190,1066MT,1066MT,62,100,100,100,94,3x25,2836,"6,45",0,1
17192,1066MV,1066MV,33,100,"96,97",100,97,3x25,3334,"3,03",0,1
