;POSTCODE_VAN;POSTCODE_TOT;Aantal Aansluitingen;%Leveringsrichting;%Fysieke status;%Defintieve aansl (NRM);%Soort aansluiting;Soort aansluiting Naam;SJV;%SJV laag tarief;%Slimme Meter
245;1011KP;1011KP;25;100;76;100;68;G4;1479;0;0
247;1011KR;1011KR;18;100;83,33;100;67;G4;1691;0;0
249;1011KS;1011KS;13;100;100;100;100;G4;1908;0;0
251;1011KT;1011KT;26;100;100;100;96;G4;2285;0;0
253;1011KV;1011KW;85;100;98,82;100;95;G4;958;0;1,18
255;1011KX;1011KZ;31;100;100;100;87;G4;1829;0;0
257;1011LA;1011LA;11;100;90,91;100;64;G4;2075;0;0
259;1011LB;1011LB;26;100;100;100;100;G4;1223;0;0
261;1011LC;1011LC;12;100;100;100;92;G4;2023;0;0
263;1011LD;1011LD;40;100;100;100;95;G4;1554;0;0
265;1011LE;1011LE;38;100;100;100;97;G4;1454;0;0
267;1011LG;1011LH;23;100;100;100;100;G4;1341;0;0
270;1011LJ;1011LJ;15;100;100;100;93;G4;988;0;0
272;1011LK;1011LL;30;100;100;100;87;G4;1604;0;0
274;1011LM;1011LM;115;100;100;100;95;G4;1428;0;0
276;1011LN;1011LP;15;100;100;100;93;G4;1305;0;0
278;1011LR;1011LR;14;100;100;100;86;G4;915;0;0
280;1011LS;1011LS;13;100;100;100;92;G4;1646;0;0
282;1011LT;1011LT;13;100;92,31;100;100;G4;892;0;0
284;1011LV;1011LV;16;100;100;100;81;G4;1151;0;0
286;1011LW;1011LW;31;100;100;100;94;G4;938;0;0
288;1011LX;1011LZ;30;100;90;100;80;G4;1867;0;0
291;1011MA;1011MB;40;100;100;100;100;G4;867;0;0
293;1011MC;1011MX;45;100;100;100;96;G4;947;0;0
305;1011MZ;1011MZ;31;100;100;100;97;G4;873;0;0
307;1011NA;1011NA;29;100;51,72;100;59;G4;1508;0;0
309;1011NB;1011NB;16;100;100;100;94;G4;1298;0;0
311;1011NC;1011NC;92;100;100;100;98;G4;1084;0;0
313;1011ND;1011ND;24;100;100;100;96;G4;746;0;0
315;1011NE;1011NK;29;100;93,1;100;72;G4;3872;0;0
317;1011NM;1011NS;65;100;100;100;92;G4;1147;0;0
319;1011NV;1011NV;34;100;91,18;100;88;G4;1185;0;0
321;1011NX;1011PB;40;100;100;100;95;G4;1130;0;0
323;1011PC;1011PG;141;100;96,45;100;94;G4;1395;0;0
325;1011PL;1011PL;44;100;100;100;100;G4;1003;0;0
327;1011PM;1011PM;21;100;95,24;100;90;G4;2979;0;0
329;1011PT;1011PT;17;100;94,12;100;94;G4;1865;0;0
331;1011PV;1011PW;22;100;90,91;100;91;G4;1156;0;0
334;1011PX;1011RA;24;100;91,67;100;100;G4;1756;0;0
338;1011RB;1011RE;34;100;88,24;100;76;G4;2183;0;0
342;1011RG;1011RG;18;100;88,89;100;100;G4;970;0;0
344;1011RH;1011RH;23;100;100;100;100;G4;951;0;0
346;1011RJ;1011RK;19;100;100;100;74;G4;2109;0;0
349;1011RL;1011RL;25;100;100;100;80;G4;1521;0;0
351;1011RM;1011RM;12;100;91,67;100;83;G4;2576;0;0
353;1011RN;1011RN;18;100;77,78;100;61;G4;3035;0;0
355;1011RP;1011SB;75;100;100;100;68;G4;1900;0;0
358;1011SC;1011SC;12;100;100;100;83;G4;2177;0;0
360;1011SE;1011SP;48;100;100;100;83;G4;1737;0;0
363;1011SR;1011SR;18;100;94,44;100;100;G4;11;0;0
365;1011ST;1011ST;17;100;100;100;100;G4;12;0;0
367;1011SV;1011SV;17;100;88,24;100;100;G4;6;0;0
369;1011SW;1011SW;16;100;100;100;100;G4;101;0;0
371;1011SX;1011SX;17;100;100;100;100;G4;90;0;0
373;1011SZ;1011SZ;17;100;100;100;100;G4;25;0;0
375;1011TA;1011TB;54;100;100;100;93;G4;1833;0;0
377;1011TC;1011TC;44;100;90,91;100;86;G4;1937;0;0
379;1011TD;1011TD;11;100;100;100;82;G4;3269;0;0
381;1011TE;1011TE;26;100;46,15;100;96;G4;1422;0;0
383;1011TG;1011TG;23;100;100;100;83;G4;3040;0;0
385;1011TJ;1011TJ;24;100;95,83;100;88;G4;1304;0;0
387;1011TK;1011TL;25;100;100;100;92;G4;1113;0;0
389;1011TM;1011TM;15;100;93,33;100;87;G4;1591;0;0
391;1011TN;1011TP;19;100;68,42;100;95;G4;1256;0;0
394;1011TR;1011TR;18;100;100;100;100;G4;1626;0;0
396;1011TS;1011TS;17;100;76,47;100;88;G4;1228;0;0
398;1011TT;1011TT;22;100;100;100;86;G4;1794;0;0
400;1011TV;1011TV;70;100;98,57;100;90;G4;1393;0;0
402;1011TW;1011TW;19;100;84,21;100;79;G4;1959;0;0
404;1011TX;1011TX;31;100;100;100;97;G4;1179;0;0
406;1011TZ;1011TZ;78;100;100;100;95;G4;1162;0;0
408;1011VA;1011VA;13;100;100;100;100;G4;1210;0;0
410;1011VB;1011VB;13;100;61,54;100;100;G4;1272;0;0
412;1011VC;1011VK;53;100;96,23;100;96;G4;884;0;0
414;1011VL;1011VL;40;100;97,5;100;95;G4;2268;0;0
416;1011VM;1011VM;33;100;96,97;100;91;G4;2639;0;0
418;1011VP;1011VP;39;100;94,87;100;100;G4;1300;0;0
420;1011VR;1011VR;10;100;100;100;100;G4;604;0;0
422;1011VS;1011VS;21;100;100;100;100;G4;1068;0;0
423;1011VX;1011WB;34;100;97,06;100;91;G4;2946;0;0
426;1011WC;1011WC;44;100;100;100;98;G4;979;0;0
428;1011WD;1011WD;34;100;100;100;97;G4;1190;0;0
430;1011XA;1011XA;12;100;100;100;100;G4;1229;0;0
432;1012AA;1012AE;43;100;93,02;100;67;G4;4802;0;0
438;1012AG;1012AK;45;100;95,56;100;91;G4;1954;0;0
443;1012AL;1012AL;45;100;100;100;82;G4;2304;0;0
445;1012AM;1012AR;45;100;95,56;100;89;G4;1519;0;0
447;1012AS;1012AS;34;100;88,24;100;88;G4;1843;0;0
449;1012AT;1012AT;16;100;100;100;81;G4;2111;0;0
451;1012AV;1012AV;23;100;100;100;87;G4;6903;0;0
453;1012AW;1012AW;19;100;100;100;95;G4;2108;0;0
455;1012AX;1012AX;12;100;100;100;67;G4;2033;0;0
457;1012AZ;1012AZ;56;100;96,43;100;91;G4;1359;0;0
459;1012BA;1012BA;62;100;100;100;94;G4;2036;0;0
461;1012BB;1012BB;24;100;100;100;67;G4;4885;0;0
463;1012BC;1012BC;22;100;100;100;95;G4;1874;0;0
465;1012BD;1012BD;10;100;90;100;90;G4;1311;0;0
467;1012BE;1012BG;32;100;93,75;100;84;G4;1751;0;3,13
469;1012BH;1012BH;22;100;100;100;68;G4;2531;0;0
471;1012BJ;1012BJ;28;100;100;100;93;G4;1598;0;0
473;1012BK;1012BK;15;100;100;100;93;G4;1458;0;0
475;1012BL;1012BL;14;100;100;100;79;G4;2113;0;0
477;1012BM;1012BM;30;100;100;100;100;G4;1600;0;0
479;1012BN;1012BN;17;100;100;100;88;G4;1407;0;0
481;1012BP;1012BP;31;100;100;100;87;G4;2644;0;0
483;1012BR;1012BS;46;100;95,65;100;93;G4;1036;0;0
485;1012BT;1012BT;16;100;100;100;100;G4;674;0;0
487;1012BV;1012BV;36;100;97,22;100;89;G4;3325;0;0
489;1012BW;1012BW;39;100;94,87;100;95;G4;1358;0;2,56
491;1012BX;1012BX;28;100;100;100;89;G4;1486;0;0
493;1012BZ;1012BZ;29;100;100;100;97;G4;1601;0;0
495;1012CA;1012CA;15;100;100;100;100;G4;1252;0;0
497;1012CB;1012CB;34;100;97,06;100;88;G4;1308;0;0
499;1012CC;1012CD;37;100;100;100;78;G4;1936;0;0
501;1012CE;1012CE;20;100;95;100;75;G4;1920;0;0
503;1012CH;1012CJ;29;100;100;100;100;G4;1491;0;0
505;1012CK;1012CK;14;100;100;100;100;G4;1252;0;0
507;1012CL;1012CL;12;100;100;100;75;G4;1930;0;0
509;1012CM;1012CR;39;100;92,31;100;77;G4;5312;0;0
512;1012CS;1012CS;15;100;100;100;73;G4;1676;0;0
514;1012CT;1012CT;19;100;100;100;89;G4;1783;0;0
516;1012CV;1012CV;10;100;100;100;90;G4;1699;0;0
518;1012CW;1012CW;19;100;100;100;79;G4;2782;0;0
520;1012CX;1012CX;13;100;100;100;85;G4;2104;0;0
522;1012CZ;1012CZ;32;100;100;100;91;G4;1488;0;0
524;1012DA;1012DA;40;100;80;100;85;G4;2470;0;0
526;1012DB;1012DB;20;100;100;100;70;G4;3919;0;0
528;1012DC;1012DC;24;100;100;100;83;G4;3195;0;0
530;1012DD;1012DD;13;100;100;100;62;G4;4167;0;0
532;1012DE;1012DE;18;100;100;100;89;G4;2226;0;0
534;1012DG;1012DG;25;100;100;100;80;G4;1818;0;0
536;1012DH;1012DH;10;100;100;100;90;G4;1378;0;0
538;1012DJ;1012DJ;17;100;94,12;100;94;G4;1872;0;0
540;1012DK;1012DK;14;100;100;100;93;G4;1174;0;0
542;1012DL;1012DM;33;100;96,97;100;70;G4;1837;0;0
545;1012DN;1012DN;13;100;100;100;100;G4;2281;0;0
547;1012DP;1012DP;36;100;94,44;100;94;G4;1937;0;0
549;1012DR;1012DR;24;100;100;100;92;G4;1997;0;0
551;1012DS;1012DS;26;100;100;100;81;G4;2378;0;0
553;1012DT;1012DT;12;100;100;100;92;G4;4471;0;0
555;1012DV;1012DV;33;100;90,91;100;82;G4;1915;0;0
557;1012DW;1012DW;14;100;100;100;86;G4;2493;0;0
559;1012DX;1012DX;18;100;100;100;56;G4;2073;0;0
561;1012DZ;1012EA;16;100;100;100;81;G4;2628;0;0
563;1012EB;1012EB;13;100;100;100;92;G4;2869;0;0
565;1012EC;1012EC;14;100;100;100;86;G4;2421;0;0
567;1012ED;1012ED;19;100;94,74;100;79;G4;5386;0;0
569;1012EE;1012EH;47;100;95,74;100;77;G4;1831;0;0
572;1012EJ;1012EJ;29;100;96,55;100;83;G4;2777;0;0
574;1012EK;1012EK;19;100;84,21;100;74;G4;1642;0;0
576;1012EL;1012EL;20;100;100;100;60;G4;6108;0;0
578;1012EM;1012EM;21;100;100;100;86;G4;1819;0;0
580;1012EN;1012EN;14;100;100;100;71;G4;1875;0;0
582;1012EP;1012EP;16;100;81,25;100;81;G4;2842;0;0
584;1012ER;1012ER;10;100;100;100;90;G4;2088;0;0
586;1012ES;1012ES;36;100;100;100;92;G4;1633;0;0
588;1012ET;1012ET;14;100;92,86;100;79;G4;2812;0;0
590;1012EV;1012EW;39;100;100;100;90;G4;1550;0;0
593;1012EX;1012EX;17;100;100;100;82;G4;3135;0;0
595;1012EZ;1012EZ;15;100;93,33;100;40;G4;6746;0;0
597;1012GA;1012GA;11;100;100;100;82;G4;1875;0;0
599;1012GB;1012GB;13;100;100;100;69;G4;1683;0;0
601;1012GC;1012GD;47;100;85,11;100;79;G4;1572;0;0
604;1012GE;1012GE;29;100;100;100;72;G4;2937;0;0
606;1012GG;1012GH;103;100;77,67;100;74;G4;1811;0;0
609;1012GJ;1012GJ;34;100;100;100;91;G4;1675;0;0
611;1012GK;1012GK;22;100;86,36;100;77;G4;1618;0;0
613;1012GL;1012GL;36;100;100;100;86;G4;2730;0;0
615;1012GM;1012GM;24;100;91,67;100;83;G4;2498;0;0
617;1012GN;1012GP;31;100;93,55;100;87;G4;1662;0;0
619;1012GR;1012GR;45;100;97,78;100;91;G4;1114;0;0
621;1012GS;1012GS;29;100;86,21;100;55;G4;2744;0;0
623;1012GT;1012GT;30;100;100;100;73;G4;2881;0;0
625;1012GV;1012GW;18;100;88,89;100;89;G4;2004;0;0
627;1012GX;1012GZ;46;100;100;100;93;G4;2121;0;0
630;1012HA;1012HA;14;100;92,86;100;79;G4;1804;0;0
632;1012HB;1012HC;17;100;94,12;100;76;G4;3237;0;0
634;1012HD;1012HE;46;100;58,7;100;67;G4;1807;0;0
636;1012HG;1012HG;52;100;84,62;100;87;G4;1910;0;0
638;1012HH;1012HH;16;100;100;100;88;G4;1760;0;0
640;1012HJ;1012HJ;10;100;100;100;100;G4;1186;0;0
642;1012HK;1012HL;51;100;98,04;100;100;G4;1406;0;3,92
644;1012HM;1012HM;16;100;100;100;88;G4;2333;0;6,25
646;1012HP;1012HT;33;100;96,97;100;58;G4;5936;0;0
649;1012HV;1012HW;33;100;100;100;67;G4;3015;0;0
651;1012HX;1012HX;16;100;93,75;100;75;G4;2408;0;0
653;1012HZ;1012HZ;11;100;100;100;64;G4;7479;0;0
655;1012JA;1012JA;25;100;100;100;76;G4;4715;0;0
657;1012JB;1012JB;25;100;100;100;96;G4;1464;0;0
659;1012JC;1012JD;26;100;92,31;100;62;G4;7107;0;0
661;1012JE;1012JE;15;100;100;100;67;G4;5486;0;0
663;1012JG;1012JG;24;100;100;100;83;G4;1604;0;0
665;1012JH;1012JH;18;100;100;100;72;G4;3841;0;0
667;1012JJ;1012JL;15;100;100;100;73;G4;10421;0;0
669;1012JM;1012JM;43;100;79,07;100;67;G4;5258;0;0
671;1012JN;1012JN;18;100;94,44;100;83;G4;3337;0;0
673;1012JP;1012JP;21;100;100;100;62;G4;3151;0;0
675;1012JS;1012JV;26;100;96,15;100;54;G4;8082;0;0
678;1012JZ;1012KC;18;100;100;100;61;G4;5554;0;0
680;1012KD;1012KD;11;100;90,91;100;55;G4;10981;0;0
682;1012KE;1012KE;11;100;100;100;73;G4;3505;0;0
684;1012KL;1012KL;14;100;85,71;100;57;G4;8155;0;0
686;1012KM;1012KM;12;100;100;100;50;G4;3427;0;0
688;1012KN;1012KR;18;100;100;100;61;G4;4918;0;0
692;1012KS;1012KS;12;100;83,33;100;58;G4;4407;0;0
694;1012KT;1012KT;16;100;100;100;81;G4;3424;0;0
696;1012KV;1012KV;28;100;96,43;100;86;G4;2118;0;0
698;1012KW;1012KW;16;100;93,75;100;56;G4;7725;0;0
700;1012KX;1012LB;29;100;100;100;66;G4;5284;0;0
704;1012LC;1012LC;18;100;100;100;89;G4;1280;0;0
706;1012LD;1012LG;26;100;88,46;100;65;G4;4530;0;0
709;1012LH;1012LJ;20;100;90;100;60;G4;4521;0;0
712;1012LK;1012LK;22;100;95,45;100;41;G4;10867;0;0
714;1012LL;1012LL;16;100;93,75;100;38;G6;12822;0;0
716;1012LM;1012LP;24;100;91,67;100;33;G4;8109;0;0
719;1012LR;1012LR;19;100;94,74;100;74;G4;1985;0;0
721;1012LS;1012LX;44;100;97,73;100;93;G4;1973;0;0
724;1012LZ;1012LZ;33;100;96,97;100;79;G4;2644;0;0
726;1012MA;1012MA;21;100;100;100;62;G4;2500;0;0
728;1012MB;1012MB;16;100;100;100;69;G4;4282;0;0
730;1012MC;1012MC;28;100;92,86;100;79;G4;2481;0;3,57
732;1012MD;1012MD;20;100;100;100;55;G4;4269;0;0
734;1012ME;1012ME;10;100;100;100;70;G4;3855;0;0
736;1012MG;1012MH;16;100;100;100;75;G6;4185;0;0
738;1012MJ;1012MK;15;100;100;100;87;G4;2219;0;0
740;1012ML;1012ML;35;100;94,29;100;80;G4;2069;0;0
742;1012MN;1012MN;13;100;100;100;92;G4;2052;0;0
744;1012MP;1012MR;32;100;96,88;100;66;G4;4142;0;0
746;1012MS;1012MS;22;100;100;100;55;G4;3033;0;0
748;1012MT;1012NB;81;100;100;100;85;G4;3126;0;1,23
750;1012NC;1012NC;49;100;95,92;100;92;G4;1389;0;0
752;1012ND;1012NE;44;100;93,18;100;86;G4;1502;0;0
754;1012NG;1012NG;68;100;100;100;97;G4;1097;0;0
756;1012NH;1012NH;50;100;98;100;94;G4;1191;0;0
758;1012NJ;1012NJ;37;100;94,59;100;86;G4;1261;0;0
760;1012NK;1012NK;39;100;94,87;100;92;G4;1188;0;0
762;1012NL;1012NL;22;100;100;100;91;G4;945;0;0
764;1012NM;1012NM;26;100;96,15;100;81;G4;2922;0;0
766;1012NN;1012NX;26;100;92,31;100;50;G4;3901;0;0
771;1012NZ;1012NZ;13;100;100;100;46;G6;8485;0;0
773;1012PA;1012PA;14;100;100;100;36;G4;11214;0;0
775;1012PB;1012PB;16;100;100;100;88;G4;1024;0;0
777;1012PC;1012PD;15;100;100;100;47;G6;4209;0;0
779;1012PE;1012PL;41;100;97,56;100;46;G4;4359;0;0
781;1012PM;1012PM;15;100;100;100;67;G4;2422;0;0
783;1012PN;1012PN;10;100;100;100;70;G4;2535;0;0
785;1012PP;1012PS;23;100;100;100;78;G4;2513;0;0
787;1012PT;1012PT;18;100;88,89;100;56;G4;3862;0;0
789;1012PV;1012PV;48;100;97,92;100;79;G4;2831;0;0
791;1012PW;1012PZ;23;100;82,61;100;61;G4;3436;0;0
794;1012RA;1012RA;12;100;100;100;92;G4;1658;0;0
796;1012RB;1012RB;15;100;100;100;73;G4;5581;0;0
798;1012RC;1012RD;28;100;100;100;82;G4;3301;0;0
800;1012RE;1012RE;14;100;100;100;71;G4;2524;0;0
802;1012RG;1012RG;12;100;100;100;83;G4;2226;0;0
804;1012RH;1012RK;36;100;100;100;72;G4;3377;0;0
807;1012RL;1012RM;27;100;92,59;100;67;G4;3731;0;0
809;1012RN;1012RN;10;100;90;100;50;G4;3029;0;0
811;1012RP;1012RP;17;100;100;100;88;G4;1487;0;0
813;1012RR;1012RR;23;100;100;100;87;G4;1912;0;0
815;1012RS;1012RS;32;100;96,88;100;94;G4;1522;0;0
817;1012RT;1012RT;25;100;96;100;72;G4;5657;0;0
819;1012RV;1012RV;31;100;100;100;84;G4;3147;0;0
821;1012RW;1012RW;19;100;100;100;84;G4;3382;0;0
823;1012RX;1012RX;14;100;92,86;100;86;G4;1176;0;0
825;1012RZ;1012RZ;19;100;100;100;58;G4;7290;0;0
827;1012SB;1012SB;13;100;100;100;77;G4;2035;0;0
829;1012SC;1012SC;22;100;100;100;91;G4;1900;0;0
831;1012SE;1012SE;24;100;100;100;71;G4;2726;0;0
833;1012SG;1012SH;26;100;100;100;69;G4;6654;0;0
835;1012SJ;1012SJ;14;100;100;100;50;G4;4053;0;0
837;1012SK;1012SM;23;100;91,3;100;78;G4;2674;0;0
839;1012SN;1012SN;23;100;95,65;100;83;G4;1845;0;0
841;1012SP;1012SP;23;100;100;100;83;G4;3388;0;0
843;1012SR;1012SR;13;100;100;100;85;G4;1931;0;0
845;1012ST;1012ST;17;100;100;100;76;G4;1830;0;0
847;1012SV;1012SV;14;100;100;100;64;G4;2276;0;0
849;1012SW;1012SW;15;100;86,67;100;60;G4;4573;0;0
851;1012SZ;1012TA;65;100;93,85;100;82;G4;1740;0;0
854;1012TB;1012TB;11;100;90,91;100;100;G4;1363;0;0
856;1012TC;1012TC;15;100;86,67;100;80;G4;1945;0;0
858;1012TD;1012TD;19;100;100;100;89;G4;2900;0;0
860;1012TE;1012TE;12;100;100;100;67;G4;2046;0;0
862;1012TG;1012TH;11;100;100;100;55;G4;2961;0;0
864;1012TJ;1012TK;22;100;90,91;100;64;G4;1938;0;0
866;1012TL;1012TM;21;100;95,24;100;38;G4;7642;0;0
869;1012TN;1012TN;16;100;81,25;100;75;G4;2580;0;0
871;1012TP;1012TR;15;100;86,67;100;47;G4;4475;0;0
874;1012TS;1012TS;28;100;96,43;100;71;G4;3251;0;0
876;1012TT;1012TT;17;100;100;100;100;G4;1601;0;0
878;1012TV;1012TV;27;100;100;100;89;G4;2860;0;0
880;1012TW;1012TW;37;100;97,3;100;92;G4;1188;0;0
882;1012TX;1012TZ;22;100;100;100;82;G4;2186;0;0
885;1012VA;1012VC;57;100;87,72;100;81;G4;3270;0;0
888;1012VD;1012VD;18;100;100;100;72;G4;3095;0;0
890;1012VE;1012VE;14;100;100;100;57;G4;3136;0;0
892;1012VG;1012VG;49;100;87,76;100;90;G4;2075;0;0
894;1012VH;1012VH;40;100;92,5;100;88;G4;2264;0;0
896;1012VJ;1012VJ;10;100;100;100;70;G4;2440;0;0
898;1012VK;1012VK;20;100;90;100;95;G4;2868;0;0
900;1012VL;1012VM;35;100;94,29;100;89;G4;1116;0;0
902;1012VN;1012VN;16;100;87,5;100;81;G4;1920;0;0
904;1012VP;1012VP;28;100;92,86;100;79;G4;2194;0;0
906;1012VR;1012VR;30;100;93,33;100;90;G4;1458;0;0
908;1012VS;1012VS;10;100;100;100;80;G4;2286;0;0
910;1012VT;1012VT;14;100;92,86;100;79;G4;2307;0;0
912;1012VV;1012VV;21;100;100;100;90;G4;1255;0;0
