;POSTCODE_VAN;POSTCODE_TOT;Aantal Aansluitingen;%Leveringsrichting;%Fysieke status;%Defintieve aansl (NRM);%Soort aansluiting;Soort aansluiting Naam;SJV;%SJV laag tarief;%Slimme Meter;Gemiddeld aantal telwielen
1;1011AB;1011AB;25;100;68;100;28;3x25;14981;16;0;1,4
2;1011AC;1011AC;33;100;66,67;100;30;3x25;11210;15,15;3,03;1,3
4;1011AD;1011AD;21;100;23,81;100;57;3x25;3859;38,1;0;1,6
6;1011AE;1011AE;19;100;36,84;100;68;3x25;2989;26,32;0;1
7;1011AG;1011AG;12;100;91,67;100;50;3x25;17293;58,33;16,67;1,6
9;1011AH;1011AH;21;100;100;100;67;1x25;3187;14,29;0;1,1
10;1011AJ;1011AJ;18;100;83,33;100;39;1x25;9344;11,11;0;1,1
12;1011AK;1011AK;13;100;84,62;100;54;3x25;6333;23,08;0;1,2
13;1011AL;1011AM;14;100;92,86;100;43;3x25;7072;35,71;0;1,5
15;1011AN;1011AN;28;100;96,43;100;32;3x25;2753;10,71;0;1,2
16;1011AP;1011AP;20;100;70;100;50;1x35;5289;15;5;1,1
18;1011AR;1011AR;33;100;93,94;100;42;1x25;7010;21,21;3,03;1,2
20;1011AS;1011AS;13;100;84,62;100;46;3x25;4607;23,08;0;1,3
22;1011AT;1011AT;17;100;100;100;41;3x25;6940;23,53;0;1,4
23;1011AV;1011AV;18;100;88,89;100;50;3x25;4799;16,67;0;1,1
24;1011AW;1011AW;21;100;95,24;100;67;1x25;2725;9,52;0;1,1
26;1011AX;1011AX;15;100;86,67;100;53;3x25;3968;6,67;0;1,1
28;1011AZ;1011AZ;16;100;93,75;100;63;1x35;3298;75;68,75;1,3
30;1011BA;1011BA;13;100;23,08;100;54;3x25;1901;30,77;0;1
32;1011BB;1011BC;24;100;95,83;100;50;1x35;3383;16,67;0;1,2
34;1011BD;1011BD;23;100;78,26;100;65;3x25;4416;21,74;21,74;1,3
36;1011BE;1011BE;10;100;100;100;70;3x25;2703;0;0;1
38;1011BG;1011BG;17;100;70,59;100;82;3x25;2396;11,76;0;1,2
39;1011BH;1011BH;32;100;93,75;100;56;3x25;3376;15,63;3,13;1,1
40;1011BJ;1011BJ;22;100;90,91;100;45;1x25;6422;22,73;0;1,2
42;1011BK;1011BK;16;100;100;100;50;3x25;2560;0;0;1,2
44;1011BL;1011BM;23;100;100;100;87;1x25;1831;0;0;1
46;1011BN;1011BN;21;100;71,43;100;76;3x25;3394;0;0;1
48;1011BP;1011BP;17;100;88,24;100;76;3x25;3068;5,88;0;1,1
50;1011BR;1011BR;15;100;100;100;53;1x25;2828;20;0;1,2
52;1011BS;1011BS;26;100;76,92;100;62;3x25;3165;11,54;3,85;1,2
54;1011BT;1011BT;31;100;93,55;100;52;3x25;2660;6,45;3,23;1,1
56;1011BV;1011BV;20;100;70;100;50;3x25;2390;0;0;1,1
58;1011BW;1011BW;33;100;100;100;55;3x25;2738;3,03;0;1,1
60;1011BX;1011BX;22;100;100;100;100;1x25;1758;0;0;1
62;1011BZ;1011BZ;28;100;92,86;100;54;1x25;3860;7,14;0;1,2
64;1011CA;1011CA;37;100;56,76;100;73;3x25;1845;0;0;1,1
66;1011CB;1011CB;25;100;80;100;52;1x25;2718;12;12;1,1
68;1011CC;1011CC;21;100;100;100;57;1x25;2704;4,76;0;1,2
71;1011CD;1011CD;17;100;94,12;100;76;1x25;2325;0;0;1
72;1011CE;1011CE;12;91,67;83,33;100;50;3x25;1737;16,67;25;1
74;1011CG;1011CH;28;100;92,86;100;46;3x25;9883;14,29;0;1,5
75;1011CJ;1011CJ;16;100;100;100;81;1x25;6379;12,5;0;1,3
77;1011CK;1011CK;14;100;100;100;86;1x25;2162;0;0;1,1
79;1011CL;1011CL;10;100;100;100;80;1x25;1615;0;0;1
81;1011CM;1011CM;63;100;82,54;100;33;1x25;2623;4,76;0;1,1
82;1011CN;1011CR;28;100;92,86;100;50;1x25;3703;7,14;0;1,2
84;1011CS;1011CS;26;100;100;100;69;1x25;1840;0;0;1
86;1011CT;1011CT;18;100;88,89;100;44;1x25;2608;0;0;1,1
88;1011CV;1011CV;18;100;100;100;83;1x25;2003;5,56;0;1,1
90;1011CW;1011CW;15;100;100;100;53;1x25;2549;0;0;1
92;1011CX;1011CX;19;100;100;100;68;1x25;2105;0;0;1,1
94;1011CZ;1011CZ;20;100;95;100;65;1x25;2487;20;20;1
96;1011DB;1011DB;10;100;100;100;90;1x25;3984;10;0;1,1
98;1011DC;1011DD;125;100;97,6;100;93;1x35;3451;81,6;96,8;1
99;1011DG;1011DG;87;100;100;100;97;1x35;3367;100;100;
100;1011DK;1011DL;67;100;95,52;100;84;1x35;3863;49,25;49,25;1
102;1011DZ;1011EA;52;100;80,77;100;69;1x25;3062;7,69;0;1,1
103;1011EB;1011EB;24;100;100;100;88;1x25;2068;25;25;1
105;1011EC;1011EC;19;100;89,47;100;47;1x25;7288;21,05;0;1,3
107;1011ED;1011ED;14;100;100;100;86;1x25;2262;0;0;1
109;1011EE;1011EE;16;100;100;100;100;1x25;1931;0;0;1
111;1011EG;1011EG;22;100;95,45;100;82;1x25;1712;0;0;1,1
113;1011EH;1011EH;38;100;97,37;100;74;1x25;3531;18,42;13,16;1,1
115;1011EJ;1011EJ;46;100;91,3;100;41;1x25;5486;6,52;2,17;1,1
118;1011EK;1011EK;27;100;96,3;100;56;1x25;5868;7,41;0;1,1
119;1011EL;1011EL;47;100;87,23;100;57;1x25;3957;12,77;2,13;1,1
121;1011EM;1011EM;23;100;91,3;100;48;1x25;5690;8,7;0;1,1
123;1011EN;1011EN;30;100;96,67;100;70;1x25;7524;16,67;0;1,2
125;1011ER;1011ER;10;100;100;100;40;1x25;3952;0;0;1
127;1011ES;1011ET;42;100;100;100;57;1x25;4565;16,67;2,38;1,5
128;1011EV;1011EW;47;100;100;100;53;3x25;3718;4,26;2,13;1,3
130;1011EX;1011EX;27;100;100;100;63;1x25;2416;7,41;3,7;1,3
132;1011EZ;1011EZ;13;100;69,23;100;54;3x25;1689;0;0;1,3
134;1011GA;1011GA;28;100;92,86;100;75;1x25;2634;14,29;0;1,2
135;1011GB;1011GC;21;100;76,19;100;57;1x25;1946;0;0;1,3
137;1011GD;1011GD;52;100;98,08;100;56;1x35;2561;19,23;17,31;1,1
138;1011GG;1011GG;22;100;100;100;73;1x25;1538;4,55;0;1,1
140;1011GH;1011GH;24;100;100;100;71;1x25;1406;0;0;1
142;1011GJ;1011GJ;18;100;100;100;83;1x25;2285;0;0;1
144;1011GK;1011GL;92;100;96,74;100;63;1x25;2038;5,43;1,09;1,2
146;1011GM;1011GM;21;100;95,24;100;67;1x25;2193;23,81;19,05;1,1
148;1011GN;1011GN;26;100;100;100;96;1x25;2086;11,54;11,54;1,2
150;1011GP;1011GP;13;100;100;100;77;1x25;1258;0;0;1
152;1011GR;1011GR;33;100;100;100;52;1x25;1916;9,09;0;1,5
153;1011GS;1011GS;42;100;95,24;100;43;1x25;4753;11,9;0;1,1
155;1011GT;1011GT;13;100;100;100;77;1x25;2706;7,69;0;1,2
157;1011GV;1011GV;20;100;85;100;45;3x25;1960;10;0;1,3
159;1011GW;1011GW;13;100;92,31;100;46;3x25;6248;7,69;0;1,3
161;1011GX;1011GX;17;100;100;100;94;1x25;1211;0;0;1
162;1011GZ;1011GZ;38;100;100;100;95;1x25;1313;0;0;1
164;1011HA;1011HB;227;100;97,8;100;60;1x25;3533;23,79;13,22;1,3
166;1011HC;1011HC;59;100;77,97;100;49;1x25;3266;16,95;13,56;1,1
168;1011HD;1011HD;35;100;65,71;100;51;1x25;6203;40;31,43;1,2
170;1011HE;1011HE;19;100;100;100;37;1x25;6772;26,32;21,05;1,3
172;1011HG;1011HG;28;100;100;100;54;3x25;4761;21,43;0;1,3
174;1011HH;1011HH;20;100;100;100;90;3x25;2350;5;0;1,1
176;1011HJ;1011HJ;16;100;100;100;50;3x25;2496;12,5;0;1,1
178;1011HK;1011HK;10;100;100;100;70;1x25;2747;20;0;1,2
180;1011HL;1011HL;21;100;100;100;52;3x25;1890;0;0;1
182;1011HM;1011HP;27;100;92,59;100;78;3x25;3201;0;0;1,1
184;1011HR;1011HR;48;100;100;100;77;1x25;4280;6,25;0;1,1
186;1011HS;1011HS;44;100;95,45;100;41;1x25;2702;11,36;9,09;1,1
188;1011HT;1011HT;21;100;100;100;57;1x25;2972;14,29;0;1,2
190;1011HV;1011HV;22;100;100;100;59;1x25;2466;0;0;1
192;1011HW;1011HW;29;100;96,55;100;59;1x25;2208;10,34;0;1,1
194;1011HX;1011HX;13;100;92,31;100;54;1x25;2036;7,69;0;1,1
196;1011HZ;1011HZ;42;100;100;100;69;1x25;3974;16,67;2,38;1,1
198;1011JA;1011JA;24;100;95,83;100;58;1x25;2094;4,17;0;1
200;1011JB;1011JB;40;100;100;100;85;3x25;2244;7,5;0;1,1
202;1011JC;1011JG;22;100;95,45;100;55;3x25;2196;4,55;0;1,1
204;1011JH;1011JH;97;100;90,72;100;45;3x25;4062;5,15;1,03;1,1
205;1011JJ;1011JJ;12;100;83,33;100;42;1x25;6029;16,67;0;1,4
207;1011JK;1011JK;11;100;90,91;100;64;3x25;7498;18,18;0;1,2
209;1011JL;1011JL;30;100;96,67;100;63;1x25;7590;20;3,33;1,2
211;1011JM;1011JM;14;100;71,43;100;64;1x25;5516;14,29;7,14;1,1
213;1011JN;1011JN;18;100;100;100;61;1x25;3812;5,56;0;1,1
215;1011JP;1011JP;14;100;92,86;100;43;3x25;9210;50;28,57;1,3
217;1011JR;1011JR;13;100;100;100;85;1x25;8133;15,38;0;1,2
219;1011JS;1011JT;27;100;85,19;100;33;3x25;12677;14,81;0;1,2
221;1011JV;1011JV;18;100;94,44;100;39;1x25;2165;5,56;0;1,1
223;1011JW;1011JW;10;100;100;100;50;1x25;7709;40;0;1,7
225;1011JX;1011JX;16;100;87,5;100;69;1x25;4615;25;0;1,3
226;1011JZ;1011JZ;19;100;100;100;74;1x25;7112;10,53;0;1,1
228;1011KA;1011KA;33;100;100;100;82;1x25;3839;3,03;0;1,1
230;1011KB;1011KB;27;100;96,3;100;67;3x25;6138;11,11;0;1,1
232;1011KC;1011KC;28;100;92,86;100;54;1x25;3749;10,71;0;1,1
234;1011KD;1011KD;16;100;100;100;50;3x25;9156;18,75;0;1,3
236;1011KE;1011KE;10;100;80;100;60;3x25;10546;30;0;1,3
238;1011KH;1011KH;22;100;100;100;41;3x25;3867;22,73;9,09;1,2
239;1011KJ;1011KJ;38;100;97,37;100;50;1x25;2724;7,89;5,26;1,2
241;1011KK;1011KK;33;100;93,94;100;61;1x25;2099;12,12;0;1,1
243;1011KL;1011KM;14;100;92,86;100;57;1x25;4527;28,57;14,29;1,1
245;1011KN;1011KN;22;100;100;100;59;1x25;2386;13,64;0;1,2
247;1011KP;1011KP;31;100;70,97;100;48;3x25;3332;3,23;3,23;1
249;1011KR;1011KR;23;100;82,61;100;52;1x25;2766;8,7;0;1,1
251;1011KS;1011KS;15;100;100;100;53;3x25;2859;6,67;0;1,1
253;1011KT;1011KT;29;100;100;100;62;1x25;3246;6,9;0;1,1
255;1011KV;1011KW;92;100;97,83;100;74;3x25;2516;7,61;1,09;1,1
257;1011KX;1011KZ;42;100;92,86;100;48;1x25;2498;4,76;0;1,2
259;1011LA;1011LA;12;100;91,67;100;75;1x25;2049;0;0;1
261;1011LB;1011LB;30;100;96,67;100;57;1x25;4052;23,33;0;1,3
263;1011LC;1011LC;14;100;100;100;57;1x35;4128;71,43;71,43;1
265;1011LD;1011LD;50;100;100;100;42;1x25;3500;48;42;1,2
267;1011LE;1011LE;44;100;95,45;100;41;1x25;2808;9,09;2,27;1,3
269;1011LG;1011LG;10;100;90;100;90;3x25;3420;10;0;1,1
271;1011LH;1011LH;21;100;100;100;67;1x25;2634;4,76;0;1,1
272;1011LJ;1011LJ;16;100;100;100;100;1x25;3517;0;0;1
274;1011LK;1011LL;32;100;100;100;44;3x25;2907;15,63;0;1,4
276;1011LM;1011LM;121;100;99,17;100;55;3x25;3438;6,61;2,48;1,1
278;1011LN;1011LP;17;100;88,24;100;71;1x25;2353;11,76;5,88;1
280;1011LR;1011LR;14;100;100;100;43;1x35;1737;57,14;50;1,1
282;1011LS;1011LS;13;100;100;100;100;1x25;1531;0;0;1
284;1011LT;1011LT;14;100;92,86;100;79;1x25;2072;7,14;0;1
286;1011LV;1011LV;16;100;100;100;75;1x25;1976;12,5;6,25;1,1
288;1011LW;1011LW;32;100;96,88;100;88;1x25;1869;3,13;0;1
290;1011LX;1011LX;10;100;80;100;70;3x25;7629;40;0;1,5
292;1011LZ;1011LZ;94;100;93,62;100;54;1x35;4205;12,77;0;1,1
293;1011MA;1011MB;45;100;97,78;100;89;1x25;3575;2,22;0;1,1
295;1011MC;1011MG;45;100;100;100;44;1x35;4082;11,11;2,22;1,1
297;1011MH;1011MH;49;100;97,96;100;55;3x25;3812;6,12;2,04;1,1
298;1011MJ;1011MJ;31;100;100;100;48;3x25;7931;16,13;0;1,2
299;1011MK;1011MK;55;100;100;100;65;1x35;2805;3,64;1,82;1
300;1011ML;1011ML;44;100;100;100;89;1x35;2597;2,27;0;1
301;1011MN;1011MN;64;100;98,44;100;84;1x35;2953;1,56;0;1,1
302;1011MP;1011MP;22;100;100;100;59;1x35;2499;0;0;1
303;1011MR;1011MR;18;100;100;100;56;1x35;2894;0;0;1
304;1011MT;1011MT;18;100;100;100;67;1x35;3027;11,11;0;1,1
305;1011MV;1011MV;27;100;100;100;74;1x35;2374;0;0;1
306;1011MX;1011MX;38;100;100;100;92;1x35;2534;5,26;2,63;1,1
307;1011MZ;1011MZ;32;100;100;100;97;1x35;3487;6,25;3,13;1
309;1011NA;1011NA;52;100;73,08;100;40;1x35;5343;15,38;7,69;1,1
311;1011NB;1011NB;22;100;100;100;45;1x25;1684;27,27;22,73;1,1
313;1011NC;1011NC;105;100;86,67;100;92;3x25;3553;1,9;0;1,1
315;1011ND;1011ND;31;100;96,77;100;45;1x25;6204;12,9;0;1,1
317;1011NE;1011NK;39;100;94,87;100;33;3x25;13279;35,9;17,95;1,3
319;1011NM;1011NS;75;100;93,33;100;53;3x25;4747;24;10,67;1,4
321;1011NV;1011NV;43;100;95,35;100;49;1x35;5071;27,91;2,33;1,3
323;1011NX;1011PB;43;100;100;100;77;3x25;3965;13,95;2,33;1,1
325;1011PC;1011PG;183;100;90,71;100;45;1x25;7070;13,66;0;1,3
327;1011PL;1011PL;48;100;100;100;60;1x25;1688;6,25;2,08;1
329;1011PM;1011PM;27;100;85,19;100;74;1x25;3649;3,7;0;1,1
331;1011PN;1011PT;34;100;61,76;100;44;3x25;7071;20,59;5,88;1,2
333;1011PV;1011PV;12;100;91,67;100;58;3x25;2005;16,67;8,33;1
335;1011PW;1011PW;17;100;88,24;100;53;1x25;3678;5,88;0;1,1
336;1011PX;1011PX;14;100;50;100;57;3x25;4483;0;0;1
338;1011PZ;1011QQ;76;100;86,84;100;57;3x25;34494;67,11;2,63;1,5
339;1011RA;1011RA;16;100;93,75;100;56;1x25;3028;0;0;1,2
340;1011RB;1011RC;18;100;100;100;61;1x25;3907;11,11;5,56;1,1
342;1011RD;1011RD;14;100;57,14;100;36;OBK;15930;14,29;0;2
343;1011RE;1011RE;20;100;95;100;60;1x25;2049;0;0;1
344;1011RG;1011RG;23;100;100;100;57;1x25;2195;0;0;1
346;1011RH;1011RH;25;100;96;100;80;3x25;2794;0;0;1
348;1011RJ;1011RJ;10;100;100;100;60;3x25;2754;10;0;1,4
350;1011RK;1011RK;16;100;100;100;69;1x25;2811;12,5;0;1,1
351;1011RL;1011RL;29;100;100;100;55;1x25;2368;13,79;0;1,1
353;1011RM;1011RM;16;100;81,25;100;50;1x50;3846;6,25;0;1,1
355;1011RN;1011RN;23;100;82,61;100;48;1x25;6736;4,35;4,35;1,1
357;1011RP;1011RS;24;100;95,83;100;54;1x25;4042;8,33;0;1,1
359;1011RT;1011SB;59;100;100;100;61;1x25;6431;16,95;5,08;1,2
360;1011SC;1011SC;13;100;100;100;69;1x25;5109;15,38;0;1,2
362;1011SE;1011SG;24;100;83,33;100;50;3x25;4202;8,33;0;1,2
364;1011SK;1011SP;36;100;100;100;50;1x25;2254;2,78;0;1,1
365;1011SR;1011SR;20;100;95;100;85;1x25;974;0;0;1
367;1011ST;1011ST;17;100;100;100;100;1x25;949;0;0;1
369;1011SV;1011SV;17;100;100;100;100;1x25;999;0;0;1
371;1011SW;1011SW;17;100;100;100;100;1x25;966;0;0;1
373;1011SX;1011SX;17;100;100;100;100;1x25;951;0;0;1
375;1011SZ;1011SZ;17;100;100;100;100;1x25;933;0;0;1
377;1011TA;1011TB;70;100;95,71;100;56;3x25;3365;8,57;1,43;1,1
379;1011TC;1011TC;55;100;89,09;100;36;1x35;5371;10,91;1,82;1,2
381;1011TD;1011TD;21;100;85,71;100;57;3x25;8936;33,33;0;1,4
383;1011TE;1011TE;13;100;100;100;69;3x25;6344;7,69;0;1,2
385;1011TG;1011TG;26;100;96,15;100;38;3x25;3317;15,38;0;1,2
387;1011TJ;1011TJ;28;100;92,86;100;57;1x25;3556;42,86;42,86;1,1
389;1011TK;1011TL;30;100;100;100;73;1x25;3361;46,67;40;1,1
391;1011TM;1011TM;21;100;95,24;100;43;3x25;3537;4,76;4,76;1,4
393;1011TN;1011TN;10;100;0;100;50;3x25;2079;10;0;1
395;1011TP;1011TP;14;100;92,86;100;71;1x25;2617;0;0;1
396;1011TR;1011TR;23;100;86,96;100;74;1x25;3179;8,7;4,35;1,1
398;1011TS;1011TS;21;100;76,19;100;48;1x25;2412;9,52;4,76;1,1
400;1011TT;1011TT;30;100;86,67;100;33;3x25;3712;20;16,67;1,1
402;1011TV;1011TV;78;100;97,44;100;71;3x25;2634;8,97;2,56;1,2
404;1011TW;1011TW;23;100;86,96;100;39;1x25;9221;17,39;0;1,2
406;1011TX;1011TX;38;100;97,37;100;58;1x25;2796;5,26;2,63;1,1
408;1011TZ;1011TZ;95;100;91,58;100;64;3x25;2526;3,16;1,05;1,2
410;1011VA;1011VA;15;100;86,67;100;67;1x25;7305;20;0;1,2
412;1011VB;1011VB;13;100;61,54;100;46;1x25;3235;7,69;0;1,1
414;1011VC;1011VK;57;100;98,25;100;61;3x25;2433;3,51;0;1,1
416;1011VL;1011VL;47;100;89,36;100;43;1x25;5470;6,38;2,13;1
418;1011VM;1011VM;38;100;92,11;100;47;3x25;5295;10,53;0;1,2
420;1011VP;1011VP;45;100;91,11;100;49;1x25;1701;0;0;1
422;1011VR;1011VR;11;100;100;100;91;1x50;1478;90,91;90,91;1
424;1011VS;1011VS;22;100;100;100;95;1x35;2437;95,45;95,45;1
427;1011VX;1011WB;46;100;78,26;100;74;3x25;4946;10,87;0;1,7
428;1011WC;1011WC;45;100;100;100;91;3x25;2556;6,67;0;1,9
430;1011WD;1011WD;35;100;97,14;100;91;3x25;2015;20;17,14;1,9
432;1011XA;1011XA;12;100;100;100;100;1x25;1787;0;0;1
434;1012AA;1012AA;23;100;43,48;100;22;3x25;17643;21,74;0;1,5
436;1012AB;1012AB;121;100;44,63;100;52;OBK;2611;10,74;0;1,3
437;1012AC;1012AC;30;100;83,33;100;50;3x25;12638;26,67;0;1,3
438;1012AD;1012AD;11;100;63,64;100;64;3x25;4426;36,36;0;1,5
439;1012AE;1012AE;54;100;79,63;100;39;3x25;9237;35,19;16,67;1,3
440;1012AG;1012AG;10;100;90;100;40;3x25;9955;40;0;1,4
442;1012AH;1012AH;13;100;84,62;100;69;3x25;10309;30,77;0;1,8
443;1012AJ;1012AJ;10;100;100;100;80;1x25;4192;20;0;1,3
444;1012AK;1012AK;19;100;94,74;100;63;1x25;4929;26,32;21,05;1,1
445;1012AL;1012AL;54;100;96,3;100;59;1x25;7320;16,67;0;1,2
447;1012AM;1012AR;53;100;98,11;100;55;1x25;10339;30,19;0;1,4
449;1012AS;1012AS;39;100;97,44;100;62;1x25;6672;20,51;5,13;1,2
451;1012AT;1012AT;19;100;100;100;42;3x25;9466;31,58;0;1,3
453;1012AV;1012AV;26;100;100;100;42;1x25;8822;19,23;0;1,2
455;1012AW;1012AW;20;100;100;100;60;1x25;11824;25;5;1,2
457;1012AX;1012AX;15;100;100;100;67;1x25;10364;40;13,33;1,3
459;1012AZ;1012AZ;70;100;91,43;100;39;1x25;5080;14,29;0;1,2
461;1012BA;1012BA;71;100;98,59;100;61;1x25;6208;11,27;1,41;1,1
463;1012BB;1012BB;34;100;94,12;100;44;3x25;11767;29,41;0;1,4
465;1012BC;1012BC;27;100;100;100;48;1x25;7547;22,22;0;1,3
467;1012BD;1012BD;16;100;100;100;38;1x25;5800;56,25;50;1,1
469;1012BE;1012BG;39;100;89,74;100;54;1x25;6257;25,64;2,56;1,5
471;1012BH;1012BH;31;100;83,87;100;39;3x25;6267;25,81;6,45;1,4
473;1012BJ;1012BJ;39;100;82,05;100;41;3x25;3785;7,69;2,56;1,1
475;1012BK;1012BK;26;100;57,69;100;35;OBK;2856;11,54;0;1,5
477;1012BL;1012BL;21;100;80,95;100;29;1x50;2979;9,52;0;1,1
479;1012BM;1012BM;42;100;88,1;100;50;3x25;6849;16,67;0;1,2
481;1012BN;1012BN;19;100;100;100;79;1x25;3939;15,79;0;1,2
483;1012BP;1012BP;39;100;87,18;100;56;3x25;5261;20,51;0;1,4
485;1012BR;1012BS;56;100;92,86;100;36;1x50;4019;7,14;0;1,2
487;1012BT;1012BT;16;100;100;100;88;1x50;1745;0;0;1
489;1012BV;1012BV;41;100;100;100;54;1x25;9225;17,07;2,44;1,2
491;1012BW;1012BW;45;100;95,56;100;73;1x25;1815;4,44;2,22;1
493;1012BX;1012BX;33;100;100;100;61;1x25;1904;6,06;0;1,1
495;1012BZ;1012BZ;34;100;97,06;100;74;1x25;1970;0;5,88;1
497;1012CA;1012CA;16;100;93,75;100;63;1x25;2770;37,5;18,75;1,2
499;1012CB;1012CB;42;100;95,24;100;57;1x25;3247;7,14;0;1,1
501;1012CC;1012CD;40;100;100;100;43;1x25;10404;30;0;1,3
503;1012CE;1012CE;24;100;95,83;100;42;1x25;7003;29,17;0;1,4
505;1012CH;1012CJ;37;100;89,19;100;59;1x25;2187;2,7;0;1,2
507;1012CK;1012CK;20;100;75;100;30;1x25;2046;5;0;1,2
509;1012CL;1012CL;18;100;77,78;100;89;3x25;6267;38,89;22,22;1,5
511;1012CM;1012CN;20;100;90;100;70;1x25;1719;5;5;1,1
513;1012CP;1012CR;42;100;76,19;100;50;3x25;11612;30,95;4,76;1,3
514;1012CS;1012CS;18;100;100;100;33;3x25;14200;27,78;0;1,4
516;1012CT;1012CT;22;100;100;100;73;1x25;8728;22,73;0;1,2
518;1012CV;1012CV;13;100;84,62;100;38;1x35;4195;15,38;0;1,3
520;1012CW;1012CW;23;100;100;100;70;1x25;7077;26,09;0;1,3
522;1012CX;1012CX;13;100;100;100;46;1x25;6119;30,77;0;1,3
524;1012CZ;1012CZ;42;100;88,1;100;64;1x25;4425;7,14;2,38;1,1
526;1012DA;1012DA;46;100;76,09;100;39;3x25;13560;15,22;2,17;1,2
528;1012DB;1012DB;27;100;96,3;100;41;1x25;14168;25,93;3,7;1,3
530;1012DC;1012DC;30;100;93,33;100;60;3x25;8477;23,33;3,33;1,3
532;1012DD;1012DD;14;100;85,71;100;29;3x25;11953;35,71;0;1,3
534;1012DE;1012DE;21;100;100;100;48;1x25;7712;14,29;0;1,2
536;1012DG;1012DG;36;100;94,44;100;64;3x25;5037;22,22;2,78;1,3
538;1012DH;1012DH;13;100;92,31;100;69;1x25;1837;0;0;1
540;1012DJ;1012DJ;22;100;81,82;100;41;3x25;4362;13,64;0;1,2
542;1012DK;1012DK;24;100;70,83;100;54;1x50;2928;4,17;0;1,2
544;1012DL;1012DL;12;100;100;100;75;1x25;2939;8,33;0;1,1
546;1012DM;1012DM;26;100;96,15;100;73;1x25;4808;11,54;3,85;1
547;1012DN;1012DN;16;100;93,75;100;75;3x25;8495;31,25;0;1,3
549;1012DP;1012DP;51;100;78,43;100;53;3x25;6217;17,65;0;1,4
551;1012DR;1012DR;28;100;89,29;100;39;3x25;11584;42,86;0;1,4
553;1012DS;1012DS;29;100;93,1;100;72;1x25;9224;13,79;0;1,1
555;1012DT;1012DT;14;100;100;100;64;3x25;12969;35,71;7,14;1,5
557;1012DV;1012DV;46;100;84,78;100;43;3x25;4995;15,22;2,17;1,2
559;1012DW;1012DW;15;100;93,33;100;53;1x25;4586;6,67;0;1,1
561;1012DX;1012DX;18;100;100;100;56;1x25;2812;22,22;11,11;1,1
563;1012DZ;1012EA;19;100;100;100;42;1x25;8227;15,79;0;1,2
565;1012EB;1012EB;17;100;88,24;100;53;1x25;5610;5,88;0;1,2
567;1012EC;1012EC;16;100;100;100;56;3x25;13571;31,25;6,25;1,4
569;1012ED;1012ED;22;100;100;100;55;3x25;19694;31,82;0;1,5
571;1012EE;1012EG;19;100;94,74;100;58;1x25;1998;5,26;0;1,1
573;1012EH;1012EH;39;100;89,74;100;44;3x25;8995;12,82;0;1,2
574;1012EJ;1012EJ;34;100;88,24;100;41;3x25;7302;17,65;0;1,2
576;1012EK;1012EK;23;100;78,26;100;43;3x25;4036;8,7;0;1,3
578;1012EL;1012EL;35;100;85,71;100;46;3x25;5150;42,86;25,71;1,3
580;1012EM;1012EM;22;100;100;100;73;1x25;4679;13,64;0;1,1
582;1012EN;1012EN;14;100;100;100;50;1x25;4462;0;0;1
584;1012EP;1012EP;20;100;75;100;40;3x25;4882;15;0;1,3
586;1012ER;1012ER;14;100;78,57;100;86;3x25;2485;28,57;0;1,5
588;1012ES;1012ES;45;100;93,33;100;42;3x25;3711;17,78;0;1,2
590;1012ET;1012ET;18;100;100;100;67;1x25;7863;16,67;0;1,2
592;1012EV;1012EV;10;100;90;100;50;3x25;4091;20;0;1,5
594;1012EW;1012EW;37;100;89,19;100;57;3x25;6212;16,22;2,7;1,2
595;1012EX;1012EX;23;100;91,3;100;48;3x25;4257;17,39;0;1,1
597;1012EZ;1012EZ;22;100;86,36;100;64;3x25;6931;36,36;0;1,4
599;1012GA;1012GA;13;100;92,31;100;46;1x25;6235;30,77;0;1,4
601;1012GB;1012GB;17;100;94,12;100;35;1x25;13282;70,59;23,53;1,7
603;1012GC;1012GC;10;100;60;100;60;3x25;16707;40;0;2
605;1012GD;1012GD;57;100;77,19;100;44;1x25;8519;8,77;1,75;1,1
606;1012GE;1012GE;33;100;90,91;100;36;3x25;10448;18,18;0;1,3
608;1012GG;1012GG;10;100;80;100;60;3x25;20136;50;20;1,7
610;1012GH;1012GH;126;100;72,22;100;35;3x25;4742;34,92;30,95;1,3
611;1012GJ;1012GJ;38;100;94,74;100;58;1x25;7297;23,68;10,53;1,1
613;1012GK;1012GK;33;100;78,79;100;36;3x25;9469;51,52;42,42;1,4
615;1012GL;1012GL;45;100;93,33;100;44;3x25;4362;46,67;42,22;1
617;1012GM;1012GM;26;100;100;100;62;3x25;3839;53,85;38,46;1,6
619;1012GN;1012GP;36;100;88,89;100;42;1x25;8590;47,22;41,67;1,2
621;1012GR;1012GR;50;100;100;100;70;1x25;3201;52;52;1
623;1012GS;1012GS;32;100;90,63;100;47;3x25;18899;75;68,75;1,3
625;1012GT;1012GT;36;100;100;100;44;3x25;17280;91,67;97,22;1
627;1012GV;1012GW;18;100;100;100;78;1x25;5732;77,78;77,78;1,3
629;1012GX;1012GX;10;100;70;100;30;3x25;3057;50;50;1
631;1012GZ;1012GZ;42;100;97,62;100;43;1x25;4251;59,52;61,9;1
632;1012HA;1012HA;17;100;94,12;100;47;1x25;7158;29,41;5,88;1,3
634;1012HB;1012HC;17;100;94,12;100;41;3x25;13698;94,12;82,35;2
