,POSTCODE_VAN,POSTCODE_TOT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter
220,1011JZ,1011JZ,14,100,100,100,86,G4,2428,0,0
222,1011KA,1011KA,30,100,100,100,97,G4,2093,0,0
224,1011KB,1011KB,21,100,100,100,81,G4,3121,0,0
226,1011KC,1011KC,24,100,100,100,88,G4,2126,0,0
228,1011KD,1011KD,14,100,"71,43",100,79,G4,2986,0,0
230,1011KE,1011KH,23,100,100,100,70,G4,3708,0,0
232,1011KJ,1011KJ,32,100,"96,88",100,94,G4,1356,0,0
234,1011KK,1011KK,26,100,100,100,96,G4,1441,0,0
236,1011KL,1011KM,11,100,100,100,73,G4,2402,0,0
238,1011KN,1011KN,20,100,100,100,95,G4,1419,0,0
240,1011KP,1011KP,12,100,50,100,50,G6,1770,0,0
242,1011KR,1011KR,18,100,"83,33",100,67,G4,1312,0,0
244,1011KS,1011KS,13,100,100,100,100,G4,1990,0,0
246,1011KT,1011KT,26,100,100,100,96,G4,2374,0,0
248,1011KV,1011KW,85,100,100,100,96,G4,1073,0,0
250,1011KX,1011KZ,31,100,100,100,87,G4,1938,0,0
252,1011LA,1011LA,11,100,100,100,64,G4,1551,0,0
254,1011LB,1011LB,26,100,100,100,100,G4,1300,0,0
256,1011LC,1011LC,12,100,100,100,92,G4,2076,0,0
258,1011LD,1011LD,40,100,100,100,95,G4,1628,0,0
260,1011LE,1011LE,38,100,100,100,97,G4,1540,0,0
262,1011LG,1011LH,22,100,100,100,95,G4,1537,0,0
265,1011LJ,1011LJ,15,100,100,100,93,G4,1141,0,0
267,1011LK,1011LL,29,100,100,100,86,G4,2197,0,0
269,1011LM,1011LM,115,100,100,100,95,G4,1370,0,0
271,1011LN,1011LP,15,100,100,100,93,G4,1333,0,0
273,1011LR,1011LR,14,100,100,100,86,G4,1207,0,0
275,1011LS,1011LS,13,100,100,100,92,G4,1905,0,0
277,1011LT,1011LT,13,100,100,100,100,G4,959,0,0
279,1011LV,1011LV,16,100,100,100,81,G4,1134,0,0
281,1011LW,1011LW,31,100,100,100,94,G4,1050,0,0
283,1011LX,1011LZ,30,100,90,100,80,G4,1824,0,0
285,1011MA,1011MB,40,100,100,100,100,G4,957,0,0
287,1011MC,1011MX,45,100,100,100,96,G4,949,0,0
299,1011MZ,1011MZ,31,100,100,100,97,G4,890,0,0
301,1011NA,1011NA,28,100,"67,86",100,57,G4,1722,0,0
303,1011NB,1011NB,16,100,100,100,94,G4,1131,0,0
305,1011NC,1011NC,90,100,"98,89",100,100,G4,875,0,0
307,1011ND,1011ND,23,100,100,100,96,G4,843,0,0
309,1011NE,1011NK,29,100,"96,55",100,72,G4,5220,0,0
311,1011NM,1011NS,65,100,100,100,91,G4,1371,0,0
313,1011NV,1011NV,34,100,"91,18",100,88,G4,1468,0,0
315,1011NX,1011PB,40,100,100,100,95,G4,1098,0,0
317,1011PC,1011PG,139,100,"96,4",100,94,G4,1460,0,0
319,1011PL,1011PL,44,100,100,100,98,G4,1103,0,0
321,1011PM,1011PM,21,100,"95,24",100,90,G4,2450,0,0
323,1011PT,1011PT,14,100,100,100,93,G4,1910,0,0
325,1011PV,1011PW,19,100,100,100,89,G4,1158,0,0
328,1011PX,1011RA,24,100,100,100,96,G4,1782,0,0
332,1011RB,1011RE,32,100,"93,75",100,78,G4,2614,0,0
336,1011RG,1011RG,18,100,"94,44",100,100,G4,1032,0,0
338,1011RH,1011RH,23,100,100,100,100,G4,897,0,0
340,1011RJ,1011RK,19,100,100,100,74,G4,1971,0,0
343,1011RL,1011RL,24,100,100,100,79,G4,1663,0,0
345,1011RM,1011RM,12,100,"83,33",100,83,G4,2125,0,0
347,1011RN,1011RN,15,100,100,100,53,G4,3799,0,0
349,1011RP,1011SB,74,100,100,100,68,G4,2018,0,0
352,1011SC,1011SC,12,100,"91,67",100,83,G4,1917,0,0
354,1011SE,1011SP,48,100,100,100,83,G4,1732,0,0
357,1011SR,1011SR,18,100,100,100,100,G4,15,0,0
359,1011ST,1011ST,17,100,100,100,100,G4,16,0,0
361,1011SV,1011SV,17,100,"94,12",100,100,G4,19,0,0
363,1011SW,1011SW,15,100,100,100,100,G4,14,0,0
365,1011SX,1011SX,16,100,"93,75",100,100,G4,15,0,0
367,1011SZ,1011SZ,17,100,100,100,100,G4,28,0,0
369,1011TA,1011TB,54,100,100,100,93,G4,1859,0,0
371,1011TC,1011TC,39,100,"97,44",100,85,G4,2772,0,0
373,1011TD,1011TD,11,100,100,100,82,G4,3255,0,0
376,1011TG,1011TG,20,100,100,100,80,G4,3690,0,0
378,1011TJ,1011TJ,23,100,100,100,87,G4,2085,0,0
380,1011TK,1011TL,24,100,100,100,92,G4,1478,0,0
382,1011TM,1011TM,15,100,100,100,87,G4,1951,0,0
384,1011TN,1011TP,19,100,"94,74",100,95,G4,1553,0,0
387,1011TR,1011TR,18,100,100,100,100,G4,1775,0,0
389,1011TS,1011TS,16,100,"93,75",100,88,G4,1456,0,0
391,1011TT,1011TT,22,100,100,100,86,G4,1986,0,0
393,1011TV,1011TV,69,100,100,100,90,G4,1478,0,0
395,1011TW,1011TW,19,100,"84,21",100,79,G4,2110,0,0
397,1011TX,1011TX,30,100,100,100,97,G4,1261,0,0
399,1011TZ,1011TZ,78,100,100,100,95,G4,1217,0,0
401,1011VA,1011VA,13,100,"92,31",100,100,G4,1249,0,0
403,1011VB,1011VK,62,100,"96,77",100,97,G4,889,0,0
405,1011VL,1011VL,39,100,"97,44",100,92,G4,2469,0,0
407,1011VM,1011VM,33,100,"96,97",100,91,G4,2592,0,0
409,1011VP,1011VP,38,100,"94,74",100,100,G4,1405,0,0
411,1011VR,1011VR,10,100,100,100,100,G4,585,0,0
413,1011VS,1011VS,21,100,100,100,100,G4,1189,0,0
414,1011VX,1011WB,34,100,"97,06",100,91,G4,2993,0,0
417,1011WC,1011WC,44,100,100,100,98,G4,1020,0,0
419,1011WD,1011WD,34,100,100,100,97,G4,1211,0,0
421,1011XA,1011XA,12,100,100,100,100,G4,1411,0,0
423,1012AA,1012AE,42,100,"95,24",100,67,G4,4668,0,0
429,1012AG,1012AK,45,100,"95,56",100,91,G4,2110,0,0
434,1012AL,1012AL,45,100,100,100,82,G4,2288,0,0
436,1012AM,1012AR,45,100,"97,78",100,89,G4,1703,0,0
438,1012AS,1012AS,34,100,"94,12",100,85,G4,1768,0,0
440,1012AT,1012AT,16,100,100,100,81,G4,1977,0,0
442,1012AV,1012AV,23,100,"95,65",100,87,G4,11134,0,0
444,1012AW,1012AW,19,100,100,100,89,G4,2145,0,0
446,1012AX,1012AX,12,100,100,100,67,G4,1779,0,0
448,1012AZ,1012AZ,56,100,"96,43",100,91,G4,1295,0,0
450,1012BA,1012BA,62,100,100,100,92,G4,2129,0,0
452,1012BB,1012BB,24,100,100,100,67,G4,5563,0,0
454,1012BC,1012BC,22,100,100,100,95,G4,1898,0,0
456,1012BD,1012BG,40,100,"97,5",100,85,G4,2181,0,0
459,1012BH,1012BH,20,100,100,100,65,G4,3015,0,0
461,1012BJ,1012BJ,28,100,100,100,93,G4,1746,0,0
463,1012BK,1012BK,15,100,100,100,93,G4,1285,0,0
465,1012BL,1012BL,14,100,"92,86",100,79,G4,2362,0,0
467,1012BM,1012BM,30,100,100,100,100,G4,1455,0,0
469,1012BN,1012BN,17,100,100,100,88,G4,1282,0,0
471,1012BP,1012BP,31,100,"96,77",100,87,G4,2822,0,0
473,1012BR,1012BS,46,100,"97,83",100,93,G4,1189,0,0
475,1012BT,1012BT,16,100,100,100,100,G4,801,0,0
477,1012BV,1012BV,35,100,100,100,89,G4,3448,0,0
479,1012BW,1012BW,39,100,"97,44",100,97,G4,1269,0,0
481,1012BX,1012BX,28,100,100,100,89,G4,1568,0,0
483,1012BZ,1012BZ,28,100,100,100,96,G4,1489,0,0
485,1012CA,1012CA,15,100,100,100,100,G4,1307,0,0
487,1012CB,1012CB,34,100,100,100,88,G4,1267,0,0
489,1012CC,1012CD,35,100,100,100,77,G4,2276,0,0
491,1012CE,1012CE,20,100,95,100,75,G4,1524,0,0
493,1012CH,1012CJ,29,100,100,100,100,G4,1510,0,0
495,1012CK,1012CK,14,100,100,100,100,G4,1082,0,0
497,1012CL,1012CL,12,100,100,100,75,G4,1903,0,0
499,1012CM,1012CR,38,100,"94,74",100,76,G4,4914,0,0
502,1012CS,1012CS,15,100,100,100,73,G4,1852,0,0
504,1012CT,1012CT,19,100,100,100,89,G4,1617,0,0
506,1012CV,1012CV,10,100,100,100,100,G4,1784,0,0
508,1012CW,1012CW,19,100,100,100,79,G4,2874,0,0
510,1012CX,1012CX,13,100,100,100,85,G4,1990,0,0
512,1012CZ,1012CZ,32,100,100,100,91,G4,1771,0,0
514,1012DA,1012DA,37,100,"86,49",100,84,G4,3184,0,0
516,1012DB,1012DB,20,100,100,100,70,G4,4139,0,0
518,1012DC,1012DC,21,100,100,100,81,G4,4282,0,0
520,1012DD,1012DD,13,100,100,100,62,G4,4234,0,0
522,1012DE,1012DE,18,100,"88,89",100,78,G4,2347,0,0
524,1012DG,1012DG,24,100,100,100,79,G4,1907,0,0
526,1012DH,1012DH,10,100,100,100,90,G4,1292,0,0
528,1012DJ,1012DJ,17,100,100,100,94,G4,2072,0,0
530,1012DK,1012DK,14,100,100,100,93,G4,1129,0,0
532,1012DL,1012DM,32,100,"96,88",100,72,G4,1559,0,0
535,1012DN,1012DN,13,100,100,100,100,G4,2551,0,0
537,1012DP,1012DP,33,100,100,100,94,G4,2584,0,0
539,1012DR,1012DR,24,100,100,100,92,G4,2261,0,0
541,1012DS,1012DS,26,100,100,100,81,G4,2354,0,0
543,1012DT,1012DT,12,100,100,100,92,G4,4024,0,0
545,1012DV,1012DV,22,100,100,100,73,G4,2454,0,0
547,1012DW,1012DW,14,100,100,100,86,G4,4672,0,0
549,1012DX,1012DX,18,100,100,100,56,G4,2230,0,0
551,1012DZ,1012EA,16,100,100,100,81,G4,2817,0,0
553,1012EB,1012EB,13,100,100,100,92,G4,2856,0,0
555,1012EC,1012EC,14,100,"92,86",100,86,G4,2680,0,0
557,1012ED,1012ED,18,100,100,100,78,G4,6248,0,0
559,1012EE,1012EH,41,100,100,100,76,G4,2002,0,0
562,1012EJ,1012EJ,29,100,"96,55",100,83,G4,2427,0,0
564,1012EK,1012EK,16,100,100,100,75,G4,1882,0,0
566,1012EL,1012EL,16,100,100,100,50,G4,6868,0,0
568,1012EM,1012EM,21,100,100,100,86,G4,1973,0,0
570,1012EN,1012EN,14,100,100,100,71,G4,1743,0,0
572,1012EP,1012EP,13,100,100,100,69,G4,2545,0,0
574,1012ER,1012ER,10,100,100,100,90,G4,1938,0,0
576,1012ES,1012ES,29,100,100,100,86,G4,1777,0,0
578,1012ET,1012ET,14,100,100,100,79,G4,2288,0,0
580,1012EV,1012EW,38,100,100,100,89,G4,1379,0,0
583,1012EX,1012EX,18,100,"94,44",100,78,G4,6199,0,0
585,1012EZ,1012EZ,15,100,"93,33",100,40,G4,7066,0,0
587,1012GA,1012GA,10,100,100,100,80,G4,2026,0,0
589,1012GB,1012GB,13,100,100,100,69,G4,1618,0,0
591,1012GC,1012GD,46,100,"95,65",100,78,G4,1511,0,0
594,1012GE,1012GE,29,100,100,100,72,G4,3409,0,0
596,1012GG,1012GH,69,100,"68,12",100,62,G4,1979,0,0
599,1012GJ,1012GJ,34,100,100,100,91,G4,1779,0,0
601,1012GK,1012GK,20,100,100,100,75,G4,1904,0,0
603,1012GL,1012GL,36,100,100,100,86,G4,2175,0,0
605,1012GM,1012GM,24,100,"91,67",100,83,G4,2344,0,0
607,1012GN,1012GP,19,100,100,100,84,G4,2216,0,0
609,1012GR,1012GR,44,100,"97,73",100,91,G4,1115,0,0
611,1012GS,1012GS,27,100,"88,89",100,56,G4,2914,0,0
613,1012GT,1012GT,30,100,100,100,73,G4,3047,0,0
615,1012GV,1012GW,16,100,100,100,94,G4,2178,0,0
617,1012GX,1012GZ,46,100,100,100,93,G4,2288,0,0
620,1012HA,1012HA,14,100,"92,86",100,79,G4,1587,0,0
622,1012HB,1012HC,17,100,"94,12",100,76,G4,4270,0,0
624,1012HD,1012HE,39,100,"64,1",100,62,G4,1714,0,0
626,1012HG,1012HG,48,100,"87,5",100,85,G4,1923,0,0
628,1012HH,1012HH,16,100,100,100,88,G4,1867,0,0
630,1012HJ,1012HL,57,100,100,100,100,G4,1099,0,0
632,1012HM,1012HM,16,100,100,100,88,G4,2210,0,0
634,1012HP,1012HT,33,100,"96,97",100,52,G4,5849,0,0
636,1012HV,1012HW,32,100,100,100,72,G4,3140,0,0
638,1012HX,1012HX,16,100,100,100,75,G4,2876,0,0
640,1012HZ,1012HZ,11,100,100,100,64,G4,6211,0,0
642,1012JA,1012JA,25,100,100,100,80,G4,4905,0,0
644,1012JB,1012JB,25,100,100,100,96,G4,2239,0,0
646,1012JC,1012JD,26,100,"92,31",100,62,G4,7461,0,0
648,1012JE,1012JE,14,100,100,100,79,G4,3608,0,0
650,1012JG,1012JG,24,100,100,100,83,G4,1450,0,0
652,1012JH,1012JH,18,100,100,100,72,G4,4004,0,0
654,1012JJ,1012JL,15,100,100,100,73,G4,10882,0,0
656,1012JM,1012JM,34,100,100,100,62,G4,6591,0,0
658,1012JN,1012JN,18,100,"88,89",100,83,G4,3207,0,0
660,1012JP,1012JP,20,100,100,100,60,G4,4501,0,0
662,1012JS,1012JV,25,100,96,100,52,G4,8541,0,0
665,1012JZ,1012KC,18,100,100,100,61,G4,5025,0,0
667,1012KD,1012KD,11,100,100,100,55,G4,13814,0,0
669,1012KE,1012KE,11,100,100,100,73,G4,6607,0,0
671,1012KL,1012KL,13,100,"92,31",100,54,G4,6983,0,0
673,1012KM,1012KM,12,100,100,100,50,G4,4052,0,0
675,1012KN,1012KR,18,100,100,100,61,G4,4972,0,0
679,1012KS,1012KT,25,100,92,100,68,G4,4482,0,0
682,1012KV,1012KV,28,100,"85,71",100,86,G4,2070,0,0
684,1012KW,1012KW,16,100,"93,75",100,56,G4,7419,0,0
686,1012KX,1012LB,28,100,"96,43",100,68,G4,6332,0,0
689,1012LC,1012LC,17,100,100,100,94,G4,2060,0,0
691,1012LD,1012LG,24,100,"91,67",100,58,G4,6163,0,0
694,1012LH,1012LJ,19,100,"94,74",100,58,G4,5809,0,0
697,1012LK,1012LK,22,100,"95,45",100,41,G4,11357,0,0
699,1012LL,1012LL,16,100,"93,75",100,38,G6,22200,0,0
701,1012LM,1012LP,24,100,100,100,33,G4,9333,0,0
704,1012LR,1012LR,18,100,100,100,78,G4,2650,0,0
706,1012LS,1012LX,43,100,100,100,95,G4,1942,0,0
708,1012LZ,1012LZ,33,100,100,100,79,G4,2919,0,0
710,1012MA,1012MA,21,100,100,100,62,G4,3168,0,0
712,1012MB,1012MB,16,100,"93,75",100,69,G4,5519,0,0
714,1012MC,1012MC,28,100,"96,43",100,79,G4,2437,0,0
716,1012MD,1012MD,20,100,100,100,55,G4,4041,0,0
718,1012ME,1012ME,10,100,100,100,70,G4,3702,0,0
720,1012MG,1012MH,16,100,100,100,75,G6,4573,0,0
722,1012MJ,1012MK,14,100,100,100,86,G4,2826,0,0
724,1012ML,1012ML,32,100,"96,88",100,78,G4,2435,0,0
726,1012MN,1012MN,13,100,100,100,92,G4,1850,0,0
728,1012MP,1012MR,32,100,"96,88",100,66,G4,4779,0,0
730,1012MS,1012MS,22,100,"86,36",100,41,G4,3030,0,0
732,1012MT,1012NB,81,100,"98,77",100,83,G4,3798,0,0
734,1012NC,1012NC,49,100,"95,92",100,92,G4,1456,0,0
736,1012ND,1012NE,41,100,"97,56",100,85,G4,1751,0,0
738,1012NG,1012NG,68,100,"98,53",100,96,G4,1247,0,0
740,1012NH,1012NH,49,100,"97,96",100,94,G4,1239,0,0
742,1012NJ,1012NJ,36,100,"91,67",100,86,G4,1494,0,0
744,1012NK,1012NK,39,100,"97,44",100,90,G4,1596,0,0
746,1012NL,1012NL,22,100,100,100,91,G4,917,0,0
748,1012NM,1012NM,24,100,"95,83",100,79,G4,3168,0,0
750,1012NN,1012NZ,37,100,"89,19",100,43,G4,6304,0,0
756,1012PA,1012PA,14,100,100,100,36,G4,8958,0,0
758,1012PB,1012PB,16,100,100,100,88,G4,1486,0,0
760,1012PC,1012PD,15,100,100,100,47,G6,4499,0,0
762,1012PE,1012PL,40,100,"97,5",100,45,G4,4708,0,0
764,1012PM,1012PM,15,100,100,100,67,G4,2785,0,0
766,1012PN,1012PN,10,100,90,100,70,G4,2225,0,0
768,1012PP,1012PS,23,100,100,100,78,G4,2639,0,0
770,1012PT,1012PT,18,100,"88,89",100,56,G4,3368,0,0
772,1012PV,1012PV,47,100,"97,87",100,79,G4,2783,0,0
774,1012PW,1012PZ,23,100,"78,26",100,61,G4,4703,0,0
777,1012RA,1012RA,12,100,100,100,92,G4,1652,0,0
779,1012RB,1012RB,15,100,100,100,80,G4,5676,0,0
781,1012RC,1012RD,28,100,100,100,82,G4,3578,0,0
783,1012RE,1012RE,14,100,100,100,71,G4,1859,0,0
785,1012RG,1012RG,12,100,100,100,83,G4,2535,0,0
787,1012RH,1012RK,36,100,"97,22",100,72,G4,2955,0,0
790,1012RL,1012RM,27,100,"92,59",100,67,G4,4081,0,0
792,1012RN,1012RN,10,100,80,100,50,G4,3396,0,0
794,1012RP,1012RP,16,100,100,100,88,G4,2064,0,0
796,1012RR,1012RR,23,100,100,100,87,G4,1658,0,0
798,1012RS,1012RS,32,100,"96,88",100,94,G4,1598,0,0
800,1012RT,1012RT,25,100,100,100,72,G4,5684,0,0
802,1012RV,1012RV,28,100,100,100,82,G4,3653,0,0
804,1012RW,1012RW,19,100,100,100,84,G4,3562,0,0
806,1012RX,1012RX,14,100,"92,86",100,86,G4,1258,0,0
808,1012RZ,1012RZ,19,100,100,100,58,G4,6807,0,0
810,1012SB,1012SB,11,100,100,100,64,G4,2212,0,0
812,1012SC,1012SC,22,100,"95,45",100,91,G4,2021,0,0
814,1012SE,1012SE,24,100,"95,83",100,71,G4,3021,0,0
816,1012SG,1012SH,26,100,100,100,62,G4,7188,0,0
818,1012SJ,1012SJ,14,100,100,100,50,G4,5557,0,0
820,1012SK,1012SN,44,100,100,100,80,G4,2138,0,0
823,1012SP,1012SP,20,100,100,100,80,G4,4472,0,0
825,1012SR,1012SR,12,100,100,100,83,G4,2102,0,0
827,1012ST,1012ST,16,100,100,100,75,G4,2191,0,0
829,1012SV,1012SV,12,100,"91,67",100,58,G4,2234,0,0
831,1012SW,1012SW,14,100,"85,71",100,64,G4,5047,0,0
833,1012SZ,1012TA,63,100,"95,24",100,81,G4,1826,0,0
836,1012TB,1012TB,11,100,"90,91",100,100,G4,1599,0,0
838,1012TC,1012TC,15,100,"93,33",100,80,G4,2017,0,0
840,1012TD,1012TD,19,100,100,100,89,G4,2939,0,0
842,1012TE,1012TE,12,100,100,100,67,G4,2423,0,0
844,1012TG,1012TH,11,100,100,100,55,G4,3029,0,0
846,1012TJ,1012TK,22,100,"95,45",100,64,G4,2724,0,0
848,1012TL,1012TM,21,100,"95,24",100,38,G4,7564,0,0
851,1012TN,1012TN,16,100,"81,25",100,75,G4,2997,0,0
853,1012TP,1012TR,14,100,"85,71",100,43,G4,7094,0,0
856,1012TS,1012TS,28,100,"96,43",100,71,G4,3257,0,0
858,1012TT,1012TT,17,100,100,100,100,G4,1628,0,0
860,1012TV,1012TV,27,100,100,100,89,G4,2929,0,0
862,1012TW,1012TW,37,100,100,100,92,G4,1249,0,0
864,1012TX,1012TZ,22,100,100,100,82,G4,2031,0,0
867,1012VA,1012VC,46,100,"97,83",100,76,G4,4139,0,0
870,1012VD,1012VD,18,100,100,100,72,G4,2884,0,0
872,1012VE,1012VE,14,100,100,100,57,G4,3547,0,0
874,1012VG,1012VG,34,100,"97,06",100,88,G4,2279,0,0
876,1012VH,1012VH,38,100,100,100,87,G4,2330,0,0
878,1012VJ,1012VJ,10,100,100,100,70,G4,2375,0,0
880,1012VK,1012VK,20,100,95,100,95,G4,2012,0,0
882,1012VL,1012VM,35,100,"94,29",100,89,G4,1430,0,0
884,1012VN,1012VN,16,100,100,100,81,G4,2230,0,0
886,1012VP,1012VP,28,100,"96,43",100,79,G4,2810,0,0
888,1012VR,1012VR,30,100,100,100,90,G4,1575,0,0
890,1012VS,1012VS,10,100,100,100,80,G4,2654,0,0
892,1012VT,1012VT,14,100,"92,86",100,79,G4,2507,0,0
894,1012VV,1012VV,21,100,100,100,90,G4,1398,0,0
896,1012VW,1012VW,30,100,100,100,90,G4,1479,0,0
898,1012VX,1012VX,35,100,100,100,80,G4,3323,0,0
900,1012VZ,1012WG,57,100,"96,49",100,84,G4,1833,0,0
902,1012WH,1012WH,14,100,100,100,71,G4,4259,0,0
904,1012WJ,1012WJ,12,100,100,100,75,G4,2453,0,0
906,1012WK,1012WK,10,100,100,100,90,G4,1948,0,0
908,1012WL,1012WL,23,100,100,100,91,G4,1092,0,0
